location_tag,location,hospitality,room_quality
0,0.24084578339528756,0.23095546315813525,0.27823930876912173
1,0.04720416489817775,0.10617788308696091,0.06756469396082182
2,-0.3861291684351556,-0.24436559517390866,-0.2539117189134405
3,0.2837698214638343,0.17218303772613613,-0.01820137225335261
4,-0.9486636036968636,-0.3072257313708704,-0.08445214622806137
5,-0.5639069462129334,0.04367788308696091,-0.06675629369349916
6,-0.23057361287960004,-0.22928130058650847,-0.22986275093608205
7,0.3564251505897517,0.3039576140560835,0.18576196435356604
8,-1.2527958351018222,-0.731322116913039,-0.4551773463250781
9,-0.5088706014569624,-0.28940594924836843,-0.12656672023378351
10,0.1066279344059809,0.0546259100359503,0.08156446851372592
11,-0.02670887858008314,-0.2336022472061987,-0.11676829849541992
12,-0.07391384752418251,0.04000141249872563,0.07074370630650084
13,-0.45279583510182225,-0.3789411645320867,-0.4038294644252065
14,0.26942638712039996,0.0641581090756615,0.033593815715691214
15,0.100447408141421,0.07615216629991778,0.0965117255534873
16,-0.11946250176848894,-0.7646554502463725,-0.5465264086360279
17,0.37395792803365063,0.24980943655217053,0.11586279683332248
18,0.35489647259048546,0.24319711385619164,0.25832917639197095
19,-0.3861291684351556,-0.02990367719672704,0.003211859172742873
20,-0.12492698264280588,-0.13265291539212654,-0.16171824194311862
21,-0.45279583510182225,-0.6646554502463724,-0.4200896270268325
22,0.02339464108865391,0.17534454975362762,0.3890366946203573
23,0.24606479022939126,0.1253326510624836,0.0030715710494120946
24,-0.4850538996179513,-0.05000093240278852,0.07211070138039247
25,-0.12812051042649758,-0.1988434844344066,-0.09002961611575776
26,-0.594639806733028,-0.024503935094857265,0.22201943761744344
27,0.2655395086858738,0.18904870523870526,0.1135028652180334
28,0.1511645609377817,0.08908604635226702,-0.06276828769649766
29,-0.5297189120248992,-0.7034151401688531,-0.5903023929842792
30,-0.573485490274236,-0.2728425847492964,-0.12000437553493139
31,0.5472041648981778,-0.7598935454844676,-0.48675629369349915
32,0.013870831564844421,0.11446101561708139,0.11190442059221511
33,0.08094649618652133,0.047773046893513194,0.09099801816852127
34,0.3649743969298698,0.2598146846283867,0.27240666082841114
35,0.2818980424491982,0.09825534787569329,0.07859803701516227
36,0.4638708315648444,0.2806181815944236,0.052132595195389736
37,0.26932136716660876,0.10931580393752205,0.09318136570009675
38,0.07720416489817777,-0.11416883224150623,-0.3934504841977752
39,-0.6487417810477683,-0.31838311506461026,-0.14316241778697217
40,-0.3237635770373061,-0.2119191318384122,-0.3677689519213473
41,-0.45279583510182225,-0.5313221169130391,-0.15342296036016584
42,0.06444554420852261,-0.160436040963672,-0.059233357913682644
43,-0.35023173253771966,-0.16421336359738922,-0.20134758475537845
44,-1.4527958351018222,-0.4979887835797058,-0.7676073575232863
45,0.23744745559293573,0.0569239593843604,-0.07496303962895172
46,-0.7956529779589652,-0.5688221169130391,-0.2597520742842164
47,0.04720416489817775,0.05439216880124664,-0.10803288943818001
48,-0.3648837471897343,-0.22858239088564183,-0.15243773868528898
49,0.5472041648981778,0.002011216420294226,-0.4200896270268325
50,-0.6750180573240445,-0.2420364026273248,-0.07347356124568133
51,0.3322994855220946,0.217033546911565,0.25741866775329747
52,0.25546104563212274,0.17664791033491728,0.08361431051131174
53,0.09989233694118854,-0.029892410797074054,-0.043959534271167354
54,-0.45279583510182225,-0.5121731807428264,-0.25905359099079645
55,0.19875748143889987,0.133752443015204,0.01312573540598963
56,0.3777530909124976,0.2898283769858569,0.14543367992127657
57,-0.45279583510182225,-0.05132211691303906,0.21556928770184966
58,0.05326477095878385,0.0563873802936648,-0.08457002347049959
59,-0.8527958351018223,-0.41850160409252624,-0.14264451724639338
60,-0.08798896814903256,0.07273193714101495,0.12162841654077952
61,0.21124201978776763,0.14961442351684834,0.09521905625909691
62,0.06490327994242556,0.10932536510134938,0.12909927930493098
63,0.4668021548479265,0.3300173047003551,0.30343819577165476
64,0.10752588071587216,0.20876598881383318,0.3328897879244135
65,0.15246732279291458,0.05523250493570042,0.08982363195705848
66,0.2761536436471754,0.16819323042137124,0.08917982965451846
67,-0.371400486264613,-0.2944557574660345,-0.20384490128843585
68,0.4498590321548149,0.3667910906341307,0.3935158151500383
69,0.199000943089008,0.09036062335965794,-0.036323825296958906
70,0.2521189876904237,0.09301650742558526,-0.007312334254912095
71,0.30883207187492195,0.07635018477746808,0.08114911171190625
72,0.2932077172960463,0.24795308127495636,0.27858258858949725
73,0.16717508103971918,0.06300354098169775,0.0029478280783496458
74,0.042349795966138915,0.04668475593919458,-0.07391932321853126
75,-0.2560745236264124,-0.19785983451458647,0.014350154227141823
76,-0.6194625017684889,-0.24605079908358174,-0.17559926890011074
77,0.28024574039051914,0.20507635051991108,0.17620447902481348
78,0.21910280332480409,0.1087233296872056,-0.011039479534207128
79,0.21520416489817779,0.15184040138857147,0.10862538997425109
80,-0.022688308220101816,0.011335225744303568,0.047114674048436334
81,0.11042255570277543,0.01471893880543601,-0.05834720278440825
82,0.009068571677838755,0.007859169636668495,0.14981344509408093
83,0.11562521752975669,0.12742375767441966,-0.050795021217703865
84,0.31549684782500703,0.21806059913634362,0.013243706306500846
85,-0.23349758948778718,-0.22536185201237685,-0.17205813096384037
86,0.29054217331332505,0.2504960649051427,0.1039413807251055
87,-0.8687958351018222,-0.23079992370155084,-0.13892210645549263
88,0.2133164310104439,0.013237997396003565,-0.09450723579695924
89,0.17394511197338663,-0.05772720705089701,-0.30219408171193235
90,0.2420093597033725,0.16315115175377798,0.07560330816934441
91,-0.4303239249894627,-0.09926766146749452,0.04001535984980792
92,0.29639335408736694,0.19970953125794327,0.10443202904313556
93,-0.5681804504864376,-0.6976587505764054,-0.6474031939630409
94,0.2691403131988987,0.15281101002194541,0.07905955051145452
95,0.27274764315904726,0.17215355339480604,0.16367178849828165
96,-0.6527958351018223,-0.18846497405589624,0.1418151348779294
97,0.3050233901492538,0.20180214808108082,0.12348897175201465
98,0.3359365592643749,0.22577130869249723,0.1682718639895258
99,0.2327711752074561,0.2245655101042951,0.1392993190768407
100,-0.254597636903624,-0.10871937718701169,0.0777720081932933
101,0.2844923004913981,0.2697277518533651,0.4135916534185399
102,0.10236430724693218,0.04693661402645921,0.0093582257339037
103,0.2714925505204508,0.20474477811013242,0.04293868992132313
104,0.10260486176228928,-0.1566403630233644,-0.4035904645477705
105,0.40841412931098914,0.06737918178825963,0.1337715655440375
106,0.2499068676008805,0.17362837813646587,-0.03930462409771709
107,0.31387083156484447,-0.0034532644540227198,-0.4448958285772201
108,0.19283523285934284,0.01161736435497246,-0.05346259571490225
109,0.0386130996060815,0.1073096738314277,0.08969914164910775
110,0.2132600512930472,0.0698880297008776,-0.054374646334199694
111,0.39377950736393114,0.28676833534826746,0.24996285308151353
112,0.3100500147005493,0.2597993784140637,0.2518017000369084
113,0.3483246130774495,0.16219428278185033,0.2051248944253127
114,-0.7330988654048525,-0.09173878357970575,0.10146541531342926
115,0.4092731304154191,0.3231207603789214,0.48627741417166936
116,0.13027626521165742,0.0999841893932672,0.08027073333352786
117,0.16808328577729864,0.06979208921509461,0.15898091794140556
118,-0.15218233816930693,-0.11192257880680354,-0.16344341025791634
119,0.32904378753968716,0.3329171548684953,0.34972691849064763
120,0.286530007594807,0.17387333088508067,0.029748560675432884
121,0.5472041648981778,0.4365350259441038,0.16479650133755672
122,0.4026258516451657,0.2677300157883827,0.3398310078938024
123,-0.9122552945612817,-0.4216446975582004,-0.17727353507280952
124,0.02339464108865391,0.035090096827418926,0.0670898601526547
125,0.32112926892036914,0.2508150441714904,0.27777680582425623
126,0.11084052853454135,0.23962946906358867,0.31913568666656633
127,0.2859429036369165,0.2806181815944236,0.25670875189920606
128,0.2885979516320149,0.2503372717332491,0.03327371380837631
129,0.26994115705783567,0.18890260218808447,0.1362675959970572
