location_tag,location,hospitality,room_quality
0,0.09833262601060144,0.057145076842951004,0.047225767138235786
1,-0.13552829426032786,-0.08962001971793387,-0.05980839812276917
2,0.17626945854866094,0.42373401754914686,0.3141462016382822
3,0.05485293241038103,0.01612239839906615,-0.02615230582440431
4,0.053192535471737856,0.08862763457042344,-0.06815135015079499
5,-0.3475400652608629,-0.18393021602749549,-0.10930656709135944
6,0.09125162263902953,0.07475020121493536,0.06268025666760113
7,0.14710279188199427,0.00881255158056049,0.013513290245877108
8,-0.5108750238176645,-0.23667344440470683,-0.22935895300089304
9,0.3501825020269219,0.20190303163365386,0.03245606079321184
10,0.0173099209764066,-0.02225363677184078,-0.010450572555266158
11,0.05413205396850829,-0.007784134266034637,8.370163828219646e-05
12,-0.07206488427387081,-0.011736916680476495,-0.01422536172596045
13,-0.055873398594196155,0.021379446912027755,-0.006634830439820938
14,0.020713902993105382,-0.0312659824508531,-0.018366113632653724
15,0.03492048494162281,0.016871272451107644,-0.055959061519612496
16,0.08536036763957,0.19393603775116697,0.13391364349874735
17,0.05090713970808125,0.013860169902373487,0.02888687497768172
18,0.1065153133228176,0.0838533611592911,0.10132048779836955
20,-0.11031590730499763,0.05777221673059296,-0.0737165951954909
21,-0.06628267650595676,-0.010497153998970332,-0.010604466505906518
22,0.00960279188199431,0.060830791742695234,0.13585162799487138
23,0.0191266014058038,-0.07906797497887308,-0.1630415320939541
24,-0.22373054145133908,-0.22626598245085316,-0.11828623079415024
25,-0.1598649952328517,-0.03121297891728425,-0.04418713169505106
26,-0.20168329735685087,-0.012998169183039865,-0.055394671821964114
27,0.13377654070163547,0.06024241361168303,0.07932683192267886
28,0.0590280792383161,0.03124815911771439,0.007114086466632141
29,0.09155280142215838,0.043677306774099645,0.10595585617957715
30,-0.2099374380030632,-0.17562495680982748,-0.12439704570617904
31,-0.269676487397285,-0.09899325517812585,0.022375628072197395
32,-0.13623054145133906,0.03647911558836259,-0.09196733547962166
34,0.10607447247623758,0.06683059301571692,0.11510485951725169
35,0.06240807241004709,0.07301459308871516,0.04791243540451595
36,0.0023564150704000753,-0.040551696736567444,-0.29964690180999365
37,0.10422334903857444,0.0639705245230704,0.1007806621857863
38,0.025061352547102067,0.034838709021298486,0.0600212752976812
39,-0.0967110428440967,-0.0138628816756593,-0.022309692194660835
40,-0.28801625573705336,-0.07978710921141652,-0.08836952163215805
41,-0.10339002342924164,-0.054719448819337546,-0.05956877518090742
42,0.5096027918819942,0.3404006842158136,0.3141462016382822
43,0.039775205675097736,0.03592664049996652,0.014265320161212514
44,-0.4782759959967936,-0.17483741102228167,-0.10335379836171776
45,0.10777630786372938,0.01673743051843013,-0.010178122686042124
46,0.013004152426212001,0.021992724016808518,0.05876799206159933
47,-0.028858746579544237,0.006752885473675141,-0.042663499854255105
