name,date_scraped,check_in,check_out,adults,rooms,address,provider,reviews,rating,price,range,amenities,tripadvisor rank,star rating,url
Hampton Inn Manhattan-Seaport-Financial District,2017-11-01,12/9/2017,12/10/2017,2,1,"320 Pearl St, New York City, NY 10038-1604",Hampton.com,"1,070",4,296,154-463,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Fitness Center with Gym / Workout Room']",255,3.0 Star Hotel,/Hotel_Review-g60763-d277882-Reviews-Hampton_Inn_Manhattan_Seaport_Financial_District-New_York_City_New_York.html
Residence Inn New York Downtown Manhattan/World Trade Center Area,2017-11-01,12/9/2017,12/10/2017,2,1,"170 Broadway, at 4 Maiden Lane adjacent to the Gap, New York City, NY 10038-4154",Hotwire.com,671,4.5,290,208-549,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",71,3.5 Star Hotel,/Hotel_Review-g60763-d7182804-Reviews-Residence_Inn_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_City_New_Yor.html
Hotel Mulberry,2017-11-01,12/9/2017,12/10/2017,2,1,"52 Mulberry St, New York City, NY 10013-4315",Travelocity,596,4.5,309,184-375,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room']",232,3.0 Star Hotel,/Hotel_Review-g60763-d1791248-Reviews-Hotel_Mulberry-New_York_City_New_York.html
Four Points by Sheraton New York Downtown,2017-11-01,12/9/2017,12/10/2017,2,1,"6 Platt St, New York City, NY 10038-4807",Booking.com,246,4,329,134-444,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",349,3.5 Star Hotel,/Hotel_Review-g60763-d7595213-Reviews-Four_Points_by_Sheraton_New_York_Downtown-New_York_City_New_York.html
W New York - Downtown,2017-11-01,12/9/2017,12/10/2017,2,1,"8 Albany Street, New York City, NY 10006",WHotels.com,"1,184",4,409,192-631,"['Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Room Service', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",245,4.5 Star Hotel,/Hotel_Review-g60763-d1462005-Reviews-W_New_York_Downtown-New_York_City_New_York.html
SoHo Garden Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"276 Canal St, New York City, NY 10013-3517",Hotwire.com,423,3.5,491,105-416,"['Free High Speed Internet ( WiFi )', 'Babysitting', 'Air Conditioning']",372,2.5 Star Hotel,/Hotel_Review-g60763-d3168954-Reviews-SoHo_Garden_Hotel-New_York_City_New_York.html
"Club Quarters Hotel, World Trade Center",2017-11-01,12/9/2017,12/10/2017,2,1,"140 Washington Street, New York City, NY 10006",Travelocity,"1,516",4.5,296,149-382,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",103,4.0 Star Hotel,/Hotel_Review-g60763-d1595302-Reviews-Club_Quarters_Hotel_World_Trade_Center-New_York_City_New_York.html
World Center Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"144 Washington Street, New York City, NY 10006-1030",Hotwire.com,945,4.5,296,150-420,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Concierge', 'Self-Serve Laundry', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",94,4.0 Star Hotel,/Hotel_Review-g60763-d1553789-Reviews-World_Center_Hotel-New_York_City_New_York.html
Fairfield Inn New York Manhattan/Financial District,2017-11-01,12/9/2017,12/10/2017,2,1,"161 Front Street, New York City, NY 10038",Hotwire.com,413,4,290,168-471,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",224,3.0 Star Hotel,/Hotel_Review-g60763-d6877735-Reviews-Fairfield_Inn_New_York_Manhattan_Financial_District-New_York_City_New_York.html
11 Howard,2017-11-01,12/9/2017,12/10/2017,2,1,"11 Howard St, New York City, NY 10013-3111",Travelocity,543,4.5,459,291-1749,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",73,5.0 Star Hotel,/Hotel_Review-g60763-d10040329-Reviews-11_Howard-New_York_City_New_York.html
Sheraton Tribeca New York Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"370 Canal Street, New York City, NY 10013-2206",Travelocity,"2,003",4,319,136-473,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Free Internet', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",314,4.0 Star Hotel,/Hotel_Review-g60763-d1783324-Reviews-Sheraton_Tribeca_New_York_Hotel-New_York_City_New_York.html
Hilton Garden Inn New York/Tribeca,2017-11-01,12/9/2017,12/10/2017,2,1,"39 Avenue of the Americas, New York City, NY 10013-2201",GardenInn.com,"1,467",4,368,125-486,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Room Service', 'Meeting Rooms', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",170,3.5 Star Hotel,/Hotel_Review-g60763-d632551-Reviews-Hilton_Garden_Inn_New_York_Tribeca-New_York_City_New_York.html
NOMO SOHO Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"9 Crosby Street, New York City, NY 10013",Preferred Hotels,"1,053",4,446,236-622,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",248,4.5 Star Hotel,/Hotel_Review-g60763-d1786395-Reviews-NOMO_SOHO_Hotel-New_York_City_New_York.html
Holiday Inn Manhattan - Financial District,2017-11-01,12/9/2017,12/10/2017,2,1,"99 Washington Street, New York City, NY 10006-1805",HolidayInn.com,"1,316",4,304,144-387,"['Free High Speed Internet ( WiFi )', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",225,4.0 Star Hotel,/Hotel_Review-g60763-d7014966-Reviews-Holiday_Inn_Manhattan_Financial_District-New_York_City_New_York.html
Andaz Wall Street,2017-11-01,12/9/2017,12/10/2017,2,1,"75 Wall Street, Entrance on Water Street, New York City, NY 10005-2833",Prestigia.com,"2,996",4.5,327,177-582,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Spa', 'Room Service', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Spa']",120,4.5 Star Hotel,/Hotel_Review-g60763-d1485961-Reviews-Andaz_Wall_Street-New_York_City_New_York.html
The Leon Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"125 Canal St, New York City, NY 10002-5049",Booking.com,397,4.5,357,151-462,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",238,3.5 Star Hotel,/Hotel_Review-g60763-d6555841-Reviews-The_Leon_Hotel-New_York_City_New_York.html
Solita Soho Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"159 Grand St, New York City, NY 10013-3119",Booking.com,481,4,369,140-386,"['Bar/Lounge', 'Spa', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Bar/Lounge', 'Spa', 'Fitness Center with Gym / Workout Room']",375,3.0 Star Hotel,/Hotel_Review-g60763-d488793-Reviews-Solita_Soho_Hotel-New_York_City_New_York.html
Soho Grand Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"310 West Broadway, New York City, NY 10013-2225",Hotwire.com,"3,019",4,422,264-673,"['Room Service', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",181,4.5 Star Hotel,/Hotel_Review-g60763-d93561-Reviews-Soho_Grand_Hotel-New_York_City_New_York.html
