name,date_scraped,check_in,check_out,adults,rooms,address,provider,reviews,rating,price,range,amenities,tripadvisor rank,star rating,url
Americas Best Value Inn Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"1705 Linden Blvd, Brooklyn, NY 11212-6907",Hotels.com,11,2.5,,93-199,"['Free Parking', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",46,2.0 Star Hotel,/Hotel_Review-g60827-d1857215-Reviews-Americas_Best_Value_Inn_Brooklyn-Brooklyn_New_York.html
"Langham Place, Fifth Avenue",2017-11-07,2017-12-09,2017-12-10,2,1,"400 Fifth Avenue, New York City, NY 10018-2753",Booking.com,"2,277",4.5,829,400-1197,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Spa', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Banquet Room', 'Babysitting', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Spa']",19,5.0 Star Hotel,/Hotel_Review-g60763-d1776857-Reviews-Langham_Place_Fifth_Avenue-New_York_City_New_York.html
The Paper Factory Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"3706 36th St, Long Island City, NY 11101-1604",Official Hotel,717,4,246,122-432,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Meeting Rooms', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Business Center with Internet Access', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",8,4.0 Star Hotel,/Hotel_Review-g48080-d5523553-Reviews-The_Paper_Factory_Hotel-Long_Island_City_Queens_New_York.html
BKLYN House,2017-11-07,2017-12-09,2017-12-10,2,1,"9 Beaver St, Brooklyn, NY 11206-4538",Booking.com,380,4,212,120-299,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning']",26,2.5 Star Hotel,/Hotel_Review-g60827-d8700361-Reviews-BKLYN_House-Brooklyn_New_York.html
Comfort Inn Brooklyn City Center,2017-11-07,2017-12-09,2017-12-10,2,1,"599 Utica Ave, Brooklyn, NY 11203-1916",Hotels.com,74,3,,,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Meeting Rooms', 'Business Center with Internet Access', 'Fitness Center with Gym / Workout Room']",52,2.5 Star Hotel,/Hotel_Review-g60827-d585487-Reviews-Comfort_Inn_Brooklyn_City_Center-Brooklyn_New_York.html
Hampton Inn & Suites Fairfield,2017-11-07,2017-12-09,2017-12-10,2,1,"118 US Highway 46, Fairfield, NJ 07004-3217",Booking.com,540,4.5,,191-300,"['Pool', 'Free Parking', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Bar/Lounge', 'Room Service', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Self-Serve Laundry', 'Conference Facilities', 'Shuttle Bus Service', 'Room Service', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Heated pool', 'Hot Tub', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g46431-d224608-Reviews-Hampton_Inn_Suites_Fairfield-Fairfield_New_Jersey.html
Imperial Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"2550 E New York Ave, Brooklyn, NY 11207-2323",,11,2,,,"['Room Service', 'Room Service']",68,,/Hotel_Review-g60827-d1157523-Reviews-Imperial_Hotel-Brooklyn_New_York.html
Hyatt Place Flushing/LaGuardia Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"13342 39th Ave, Flushing, NY 11354-4515",AMOMA,634,4.5,247,206-492,"['Pool', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Breakfast included', 'Restaurant', 'Shuttle Bus Service', 'Room Service', 'Breakfast included', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Conference Facilities', 'Air Conditioning', 'Pool', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Indoor pool', 'Restaurant', 'Heated pool']",1,3.0 Star Hotel,/Hotel_Review-g47729-d5298080-Reviews-Hyatt_Place_Flushing_LaGuardia_Airport-Flushing_Queens_New_York.html
Homewood Suites Dover-Rockaway,2017-11-07,2017-12-09,2017-12-10,2,1,"2 Commerce Center Dr, Dover, NJ 07801-5779",Homewood,506,4.5,103,115-247,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g46397-d1218735-Reviews-Homewood_Suites_Dover_Rockaway-Dover_Morris_County_New_Jersey.html
Comfort Inn & Suites Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"6030 Maurice Ave, Maspeth, NY 11378-1226",ComfortInn,162,3.5,165,127-239,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free Parking', 'Shuttle Bus Service', 'Airport Transportation', 'Breakfast included', 'Multilingual Staff', 'Breakfast Available', 'Room Service', 'Business Center with Internet Access', 'Fitness Center with Gym / Workout Room', 'Hot Tub']",1,2.5 Star Hotel,/Hotel_Review-g48127-d570174-Reviews-Comfort_Inn_Suites_Airport-Maspeth_Queens_New_York.html
Hampton Inn & Suites Staten Island,2017-11-07,2017-12-09,2017-12-10,2,1,"1120 South Ave, Staten Island, NY 10314-3410",Hampton.com,756,4,169,132-207,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Business Center with Internet Access', 'Free Parking', 'Breakfast included', 'Meeting Rooms', 'Multilingual Staff', 'Conference Facilities', 'Airport Transportation', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",2,2.5 Star Hotel,/Hotel_Review-g48682-d674311-Reviews-Hampton_Inn_Suites_Staten_Island-Staten_Island_New_York.html
"Viana Hotel & Spa, BW Premier Collection",2017-11-07,2017-12-09,2017-12-10,2,1,"3998 Brush Hollow Road, Westbury, NY 11590",Booking.com,731,4.5,189,130-265,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Restaurant', 'Spa', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Parking', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Pool', 'Restaurant', 'Spa', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Hot Tub', 'Heated pool', 'Indoor pool']",1,4.0 Star Hotel,/Hotel_Review-g48864-d1732477-Reviews-Viana_Hotel_Spa_BW_Premier_Collection-Westbury_Long_Island_New_York.html
Hyatt Regency Jersey City,2017-11-07,2017-12-09,2017-12-10,2,1,"2 Exchange Pl, Jersey City, NJ 07302-3901",Hyatt.com,"2,868",4.5,254,199-480,"['Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Free Internet', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Heated pool', 'Indoor pool']",1,4.0 Star Hotel,/Hotel_Review-g46531-d246778-Reviews-Hyatt_Regency_Jersey_City-Jersey_City_New_Jersey.html
Holiday Inn Express Queens - Maspeth,2017-11-07,2017-12-09,2017-12-10,2,1,"5940 55th Rd, Maspeth, NY 11378",HIExpress.com,225,3.5,183,185-250,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Shuttle Bus Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Hot Tub', 'Tennis Court', 'Fitness Center with Gym / Workout Room']",2,2.5 Star Hotel,/Hotel_Review-g48127-d675089-Reviews-Holiday_Inn_Express_Queens_Maspeth-Maspeth_Queens_New_York.html
Best Western Long Island City,2017-11-07,2017-12-09,2017-12-10,2,1,"3805 Hunters Point Ave, Long Island City, NY 11101-1915",,600,3.5,,,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Business Center with Internet Access', 'Air Conditioning', 'Microwave']",24,2.0 Star Hotel,/Hotel_Review-g48080-d223307-Reviews-Best_Western_Long_Island_City-Long_Island_City_Queens_New_York.html
Best Western Plus La Guardia Airport Hotel Queens,2017-11-07,2017-12-09,2017-12-10,2,1,"112-26 Roosevelt Avenue, Corona, NY 11368-2624",BestWestern.com,347,4,148,139-234,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Shuttle Bus Service', 'Free Parking', 'Airport Transportation', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",2,2.5 Star Hotel,/Hotel_Review-g47542-d8449731-Reviews-Best_Western_Plus_La_Guardia_Airport_Hotel_Queens-Corona_Queens_New_York.html
Super Lake Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"36-31 Prince St, Flushing, NY 11354-4008",Priceline,66,3,,130-856,"['Breakfast included', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Air Conditioning']",15,2.0 Star Hotel,/Hotel_Review-g47729-d1784442-Reviews-Super_Lake_Hotel-Flushing_Queens_New_York.html
Galaxy Motel,2017-11-07,2017-12-09,2017-12-10,2,1,"860 Pennsylvania Ave, Brooklyn, NY 11207-8422",Travelocity,26,2.5,,146-176,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Air Conditioning']",67,2.0 Star Hotel,/Hotel_Review-g60827-d548331-Reviews-Galaxy_Motel-Brooklyn_New_York.html
EVEN Hotel Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"46 Nevins St, Brooklyn, NY 11217-1020",Even Hotels,328,4.5,243,150-363,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Meeting Rooms', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",7,4.0 Star Hotel,/Hotel_Review-g60827-d10134568-Reviews-EVEN_Hotel_Brooklyn-Brooklyn_New_York.html
Holiday Inn Express Staten Island West,2017-11-07,2017-12-09,2017-12-10,2,1,"300 Wild Ave, Staten Island, NY 10314-4710",Booking.com,373,4,153,129-237,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Fitness Center with Gym / Workout Room', 'Hot Tub']",3,2.5 Star Hotel,/Hotel_Review-g48682-d1212524-Reviews-Holiday_Inn_Express_Staten_Island_West-Staten_Island_New_York.html
Nesva Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"3912 29th St, Long Island City, NY 11101-3708",Booking.com,507,4,169,114-247,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning']",6,2.5 Star Hotel,/Hotel_Review-g48080-d3556959-Reviews-Nesva_Hotel-Long_Island_City_Queens_New_York.html
Motel 6 Long Island City NY,2017-11-07,2017-12-09,2017-12-10,2,1,"2632 Skillman Ave, Long Island City, NY 11101-4433",,8,4,,125-153,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking']",28,2.0 Star Hotel,/Hotel_Review-g48080-d11737393-Reviews-Motel_6_Long_Island_City_NY-Long_Island_City_Queens_New_York.html
Sleep Inn Coney Island,2017-11-07,2017-12-09,2017-12-10,2,1,"2586 Stillwell Ave, Brooklyn, NY 11223-5806",Expedia.com,23,3.5,167,128-342,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Breakfast Available', 'Air Conditioning']",44,2.5 Star Hotel,/Hotel_Review-g60827-d8625309-Reviews-Sleep_Inn_Coney_Island-Brooklyn_New_York.html
"Brooklyn Way Hotel, BW Premier Collection",2017-11-07,2017-12-09,2017-12-10,2,1,"764 4th Avenue, Brooklyn, NY 11232-1413",Hotwire.com,"1,263",4,150,133-261,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Spa', 'Breakfast included', 'Meeting Rooms', 'Multilingual Staff', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Banquet Room', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Spa']",19,2.5 Star Hotel,/Hotel_Review-g60827-d1879049-Reviews-Brooklyn_Way_Hotel_BW_Premier_Collection-Brooklyn_New_York.html
Fairfield Inn & Suites New York Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"181 3rd Ave, Brooklyn, NY 11217-3003",Fairfield Inn,654,4,251,154-369,"['Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Fitness Center with Gym / Workout Room']",20,2.5 Star Hotel,/Hotel_Review-g60827-d1862567-Reviews-Fairfield_Inn_Suites_New_York_Brooklyn-Brooklyn_New_York.html
"The Vue, an Ascend Hotel Collection Member",2017-11-07,2017-12-09,2017-12-10,2,1,"2201 41st Ave, Long Island City, NY 11101-4803",Booking.com,18,4,219,132-319,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning']",23,2.5 Star Hotel,/Hotel_Review-g48080-d10438682-Reviews-The_Vue_an_Ascend_Hotel_Collection_Member-Long_Island_City_Queens_New_York.html
Sleep Inn JFK Airport Rockaway Blvd,2017-11-07,2017-12-09,2017-12-10,2,1,"15375 Rockaway Blvd, Jamaica, NY 11434-3635",Expedia.com,284,3.5,169,151-258,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Shuttle Bus Service', 'Airport Transportation', 'Breakfast included', 'Breakfast Available', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",13,2.5 Star Hotel,/Hotel_Review-g47962-d3225269-Reviews-Sleep_Inn_JFK_Airport_Rockaway_Blvd-Jamaica_Queens_New_York.html
Hampton Inn South Plainfield-Piscataway,2017-11-07,2017-12-09,2017-12-10,2,1,"205 New World Way, South Plainfield, NJ 07080-1141",Hampton.com,586,4.5,89,102-204,"['Pool', 'Free Parking', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room', 'Pool', 'Fitness Center with Gym / Workout Room', 'Outdoor pool']",1,2.5 Star Hotel,/Hotel_Review-g46835-d606714-Reviews-Hampton_Inn_South_Plainfield_Piscataway-South_Plainfield_New_Jersey.html
HYATT house Bridgewater,2017-11-07,2017-12-09,2017-12-10,2,1,"530 US Highway 22, Bridgewater, NJ 08807-2405",Hyatt.com,546,4.5,143,158-302,"['Free Parking', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Babysitting', 'Banquet Room', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Outdoor pool']",2,3.0 Star Hotel,/Hotel_Review-g46325-d217618-Reviews-HYATT_house_Bridgewater-Bridgewater_New_Jersey.html
Midwood Suites,2017-11-07,2017-12-09,2017-12-10,2,1,"1078 E 15th St, Brooklyn, NY 11230-4402",Expedia.com,79,3,159,102-184,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning', 'Refrigerator in room']",63,3.0 Star Hotel,/Hotel_Review-g60827-d249920-Reviews-Midwood_Suites-Brooklyn_New_York.html
Extended Stay America - New York City - Laguardia Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"1830 Whitestone Expy, Whitestone, NY 11357-3061",ExtendedStay,164,4,130,140-210,"['Free High Speed Internet ( WiFi )', 'Airport Transportation', 'Multilingual Staff', 'Self-Serve Laundry', 'Meeting Rooms', 'Laundry Service', 'Microwave']",1,2.5 Star Hotel,/Hotel_Review-g48887-d277897-Reviews-Extended_Stay_America_New_York_City_Laguardia_Airport-Whitestone_Queens_New_York.html
Surfside 3 Motel,2017-11-07,2017-12-09,2017-12-10,2,1,"16433 Crossbay Blvd, Howard Beach, NY 11414-3743",Travelocity,81,3.5,,138-150,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",1,2.0 Star Hotel,/Hotel_Review-g47927-d1484575-Reviews-Surfside_3_Motel-Howard_Beach_Queens_New_York.html
Fairfield Inn New York JFK Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"15608 Rockaway Blvd, Jamaica, NY 11434-4844",Fairfield Inn,819,4,159,163-253,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Bar/Lounge', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Breakfast included', 'Airport Transportation', 'Meeting Rooms', 'Multilingual Staff', 'Dry Cleaning', 'Laundry Service', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",7,3.0 Star Hotel,/Hotel_Review-g47962-d238137-Reviews-Fairfield_Inn_New_York_JFK_Airport-Jamaica_Queens_New_York.html
Four Points by Sheraton Long Island City Queensboro Bridge,2017-11-07,2017-12-09,2017-12-10,2,1,"2705 39th Ave, Long Island City, NY 11101-2703",Expedia.com,523,4,209,137-279,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",22,3.0 Star Hotel,/Hotel_Review-g48080-d1879003-Reviews-Four_Points_by_Sheraton_Long_Island_City_Queensboro_Bridge-Long_Island_City_Queens_New_.html
Hutchinson Whitestone Motel,2017-11-07,2017-12-09,2017-12-10,2,1,"2815 Westchester Ave, Bronx, NY 10461-4511",,0,-1,,100-300,['Free High Speed Internet ( WiFi )'],,,/Hotel_Review-g47369-d10769037-Reviews-Hutchinson_Whitestone_Motel-Bronx_New_York.html
"Country Inn & Suites By Carlson, New York City in Queens",2017-11-07,2017-12-09,2017-12-10,2,1,"4034 Crescent St, Long Island City, NY 11101-3804",Agoda.com,"1,858",3.5,150,102-224,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning', 'Microwave']",29,3.0 Star Hotel,/Hotel_Review-g48080-d1485678-Reviews-Country_Inn_Suites_By_Carlson_New_York_City_in_Queens-Long_Island_City_Queens_New_York.html
Comfort Inn Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"3218 Emmons Ave, Brooklyn, NY 11235-1115",Travelocity,64,3.5,275,187-288,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Breakfast Available', 'Free Parking', 'Meeting Rooms', 'Fitness Center with Gym / Workout Room', 'Hot Tub']",41,2.5 Star Hotel,/Hotel_Review-g60827-d472146-Reviews-Comfort_Inn_Brooklyn-Brooklyn_New_York.html
Harbor Motor Inn,2017-11-07,2017-12-09,2017-12-10,2,1,"1730 Shore Pkwy, Brooklyn, NY 11214-6547",,4,3,,92-109,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking']",56,,/Hotel_Review-g60827-d10154139-Reviews-Harbor_Motor_Inn-Brooklyn_New_York.html
Days Inn Bronx Near Stadium,2017-11-07,2017-12-09,2017-12-10,2,1,"997 Brook Ave, Bronx, NY 10451-4212",HotelQuickly,301,3.5,,153-202,"['Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Room Service', 'Business Center with Internet Access', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",9,2.0 Star Hotel,/Hotel_Review-g47369-d1146081-Reviews-Days_Inn_Bronx_Near_Stadium-Bronx_New_York.html
Holiday Inn Brooklyn Downtown,2017-11-07,2017-12-09,2017-12-10,2,1,"300 Schermerhorn St, Brooklyn, NY 11217-1005",Booking.com,296,4,261,143-356,"['Pool', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Self-Serve Laundry', 'Conference Facilities', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room', 'Pool', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",23,3.5 Star Hotel,/Hotel_Review-g60827-d7789170-Reviews-Holiday_Inn_Brooklyn_Downtown-Brooklyn_New_York.html
Howard Johnson Express Inn Bronx,2017-11-07,2017-12-09,2017-12-10,2,1,"1922 Boston Rd, I-95 Exit 4B, Bronx, NY 10460-4423",Orbitz.com,366,3,153,133-217,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Free Parking', 'Breakfast included', 'Room Service', 'Multilingual Staff', 'Business Center with Internet Access', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave']",11,2.0 Star Hotel,/Hotel_Review-g47369-d286866-Reviews-Howard_Johnson_Express_Inn_Bronx-Bronx_New_York.html
Ibis Styles New York Laguardia Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"100-33 Ditmars Boulevard, East Elmhurst, NY 11369",ibis Styles,30,3.5,183,131-200,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Shuttle Bus Service', 'Breakfast included', 'Dry Cleaning', 'Business Center with Internet Access', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",7,3.0 Star Hotel,/Hotel_Review-g47626-d11687181-Reviews-Ibis_Styles_New_York_Laguardia_Airport-East_Elmhurst_Queens_New_York.html
NU Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"85 Smith St, Brooklyn, NY 11201-5907",Booking.com,934,4.5,314,166-436,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Business Center with Internet Access', 'Laundry Service', 'Dry Cleaning', 'Multilingual Staff', 'Babysitting', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",11,3.5 Star Hotel,/Hotel_Review-g60827-d1103707-Reviews-NU_Hotel-Brooklyn_New_York.html
LaGuardia Airport Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"10015 Ditmars Blvd, East Elmhurst, NY 11369-1325",Hotwire.com,275,3,,145-241,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Shuttle Bus Service', 'Room Service', 'Airport Transportation', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",9,3.0 Star Hotel,/Hotel_Review-g47626-d126258-Reviews-LaGuardia_Airport_Hotel-East_Elmhurst_Queens_New_York.html
The Parc Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"3916 College Point Blvd, Flushing, NY 11354-5138",Travelocity,208,4,197,139-359,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Breakfast Available', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",5,2.5 Star Hotel,/Hotel_Review-g47729-d5544308-Reviews-The_Parc_Hotel-Flushing_Queens_New_York.html
Ravel Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"808 Queens Plz S, Long Island City, NY 11101-4915",Expedia.com,743,3.5,309,141-469,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Free Parking', 'Shuttle Bus Service', 'Room Service', 'Free Parking', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",20,4.0 Star Hotel,/Hotel_Review-g48080-d1026626-Reviews-Ravel_Hotel-Long_Island_City_Queens_New_York.html
