location_tag,location,hospitality,room_quality
0,0.057543418778989386,-0.01433411842600174,-0.026851062902286366
1,-0.13609819971812043,-0.09511323648018405,-0.22963722084372382
2,-0.5694315330514538,-0.4272810686480162,-0.46006915265259196
3,0.10046745684753611,-0.2575585806097387,-0.3562549877192849
4,-1.1319659683131618,-0.35732059433971586,-0.21428156401788667
5,-0.7472093108292315,0.1484765071095595,-0.29113023910365937
6,-0.4138759774958982,-0.46616703816982386,-0.5252444881408866
7,0.17312278597345354,0.008387088331616166,-0.21430511176919417
8,-1.4360981997181206,-0.5181901595571071,-0.532358309279098
9,-0.6921729660732606,-0.4150773190901811,-0.29235830927909795
10,-0.07667443021031728,-0.24831064148481796,-0.18348443540522408
11,-0.21001124319638131,-0.6171484928904405,-0.3035877135883502
12,-0.2572162121404807,-0.1500439454578904,-0.21884204911649632
13,-0.6360981997181204,-0.6090992504661981,-0.7990249759457646
14,0.08612402250410178,-0.2661576392319039,-0.2525964045171932
15,-0.08285495647487717,-0.20989666930333734,-0.20165631611453333
16,-0.3027648663847871,-1.1431901595571072,-0.6727091864720804
17,0.19065556341735246,-0.1702937194276573,-0.28694173109547794
18,0.17159410797418728,-0.04965869102563858,-0.03748651440730308
19,-0.5694315330514538,-0.18882508019202776,-0.28139491814229645
20,-0.30822934725910406,-0.3364697294495802,-0.4566391891437342
21,-0.6360981997181204,-0.9467615881285356,-0.532358309279098
22,-0.15990772352764426,-0.006562252580362915,0.24579107756594104
23,0.06276242561309309,-0.28612627749322506,-0.3938899210333277
24,-0.6683562642342494,-0.1997188219774893,-0.18427966763477266
25,-0.31142287504279575,-0.479973599047553,-0.2865581324444384
26,-0.7779421713493261,0.00020448927232430414,0.11153403026541547
27,0.08223714406957561,-0.13228274456325212,-0.2976582333489537
28,-0.032137803678516486,-0.22652349289044044,-0.4051861133865229
29,-0.7130212766411974,-1.0181901595571072,-0.760249465741683
30,-0.7567878548905342,-0.3677476816810009,-0.3035704304912192
31,0.3639018002818796,-1.1848568262237738,-0.5836403605611493
32,-0.16943153305145375,-0.07448155028558395,-0.1458334865840625
33,-0.10235586842977684,-0.16162179494584705,-0.1868376763947704
34,0.18167203231357165,-0.044044673141682034,-0.10962322824242607
35,0.09859567783290002,-0.24937295525603187,-0.24745802437881306
36,0.2805684669485462,-0.018190159557107122,-0.30207841106026845
37,0.08601900255031059,-0.20547538292480472,-0.2594824922856339
38,-0.1060981997181204,-0.5634921729799259,-0.7558877210438039
39,-0.8320441456640664,-0.42658710612199263,-0.3090249759457646
40,-0.5070659416536043,-0.4016853051881751,-0.6856150142599409
41,-0.6360981997181204,-0.7181901595571072,-0.15902497594576462
42,-0.11885682040777557,-0.42516690374315363,-0.3055338516854096
43,-0.5335340971540179,-0.30552047629918855,-0.4275657484779535
44,-1.6360981997181203,-0.2681901595571071,-0.9551225369213744
45,0.054145090976637555,-0.38385865386330703,-0.46392898402929444
46,-0.9789553425752633,-0.6737457151126627,-0.33915236448079644
47,-0.13609819971812043,-0.1781901595571071,-0.4617368403525443
48,-0.5481861118060325,-0.414001115518439,-0.386436574248452
49,0.3639018002818796,-0.5181901595571071,-0.7545805315013202
50,-0.8583204219403426,-0.28134805429394927,-0.24192926637480752
51,0.14899712090579642,-0.0624124570833694,-0.1316537738321583
52,0.07215868101582457,-0.19705783565980628,-0.32021570426674356
53,-0.08341002767510963,-0.3639080436880895,-0.36231611518627094
54,-0.6360981997181204,-0.7361388775058251,-0.367341807628933
55,0.0154551168226017,-0.17774870800454445,-0.3842328534074714
56,0.19445072629619942,-0.09576660349821697,-0.2903734534711392
57,-0.6360981997181204,0.020271378904431314,0.1343083573875687
58,-0.13003759365751433,-0.19960608876064695,-0.44471463111817844
59,-1.0360981997181204,-0.5484931898601374,-0.23497268836406526
60,-0.27129133276533074,-0.09609942977406966,-0.1548072888709347
61,0.027939655171469457,-0.21086214360496353,-0.2480610609680088
62,-0.11839908467387261,-0.13031137167831924,-0.1572422461407507
63,0.2834997902316283,0.030936477997478007,-0.11756917005321696
64,-0.07577648390042602,0.011993567477013634,0.13696033617173842
65,-0.03083504182338359,-0.20051060154605738,-0.18902497594576462
66,0.0928512790308772,-0.1734931898601374,-0.2633089769052273
67,-0.5547028508809111,-0.5105565717708476,-0.39661533739154775
68,0.2665566675385167,0.09033697222583859,0.05921678229599364
69,0.015698578472709834,-0.3631291401744797,-0.396229944889864
70,0.0688166230741255,-0.2702522055992098,-0.3952550387780508
71,0.12552970725862378,-0.28922734155319324,-0.2904455104042738
72,0.1099053526797481,-0.016943276764089688,-0.07011383702211005
73,-0.016127283576579,-0.29005734984628956,-0.3262577724318554
74,-0.14095256865015926,-0.2043603723230646,-0.4039430087326499
75,-0.4393768882427106,-0.41119427478344456,-0.11899977115685473
76,-0.8027648663847871,-0.35657399794094546,-0.40384425305419835
77,0.09694337577422096,-0.10704033377313499,-0.17185904349348857
78,0.03580043870850591,-0.2773711800315952,-0.3713238812289631
79,0.03190180028187961,-0.1417467415432503,-0.24816451565134207
80,-0.2059906728364,-0.2176720248420812,-0.24393515558648318
81,-0.07287980891352275,-0.2465366162500205,-0.37156671991608003
82,-0.17423379293845942,-0.2257830513180118,-0.03718511223196566
83,-0.06767714708654149,-0.10953631340326098,-0.46807259499338366
84,0.13219448320870886,-0.1931901595571071,-0.4667017436225323
85,-0.4167999541040853,-0.4809561170039156,-0.40989454116315593
86,0.10723980869702687,-0.031391479689120316,-0.356895346316135
87,-1.0520981997181205,-0.31694210963511027,-0.3358823256923251
88,0.030014066394145722,-0.48370740093641745,-0.4614567304093916
89,-0.00935725264291154,-0.4616833102420386,-0.6921014359096418
90,0.05870699508707433,-0.16693290617219414,-0.2625413920243163
91,-0.6136262896057609,-0.2601929411982754,-0.14979981641978468
92,0.11309098947106877,-0.12097530544570129,-0.2702835063377659
93,-0.7514828151027358,-0.9715234928904404,-0.8323583092790979
94,0.08583794858260052,-0.1772106183295808,-0.3372874528404042
95,0.08944527854274908,-0.14260330509701324,-0.14033423102477138
96,-0.8360981997181205,-0.2681901595571071,0.15811788119709252
97,0.1217210255329556,-0.17294063940355625,-0.2811357189651683
98,0.1526341946480767,-0.09627235133792905,-0.20654377293824583
99,0.04946881059115793,-0.07448893324718514,-0.22254374573319113
100,-0.43790000151992226,-0.2898603498319485,-0.0802665413978564
101,0.10118993587509995,0.021733794815516405,0.18764169072090203
102,-0.08093805736936599,-0.2652489830865189,-0.3036802087074027
103,0.08819018590415262,-0.15930105335722444,-0.36002238153815436
104,-0.0806975028540089,-0.7357063117466262,-0.7867100889621325
105,0.22511176469469096,-0.385265824178784,-0.12522818450191436
106,0.06660450298458231,-0.2544538958208434,-0.4033846489702878
107,0.1305684669485463,-0.6149643531054942,-0.8288951058158945
108,0.009532868243044668,-0.6174809396989511,-0.3832355022615541
109,-0.14468926501021667,-0.10140495329821664,-0.29775781649486704
110,0.02995768667674903,-0.39047019740005884,-0.40439551299946996
111,0.21047714274763296,-0.03247587384282141,-0.1497436617773868
112,0.12674765008425115,0.0008811505589790825,-0.153016856865927
113,0.16502224846115132,-0.1397834509617193,-0.12488988533620944
114,-0.9164012300211507,-0.006285397652345259,-0.05172207138144927
115,0.2259707657991209,0.03526895993974821,0.2818056949807529
116,-0.05302609940464076,-0.1719687184323268,-0.27594805286884155
117,-0.015219078838999534,-0.343048916619254,-0.04071776591441667
118,-0.3354847027856051,-0.3478197891867367,-0.5109515814503518
119,0.14574142292338899,0.08791166710437748,-0.021822903406904515
120,0.10322764297850884,-0.19723525239530343,-0.3830341572770577
121,0.3639018002818796,0.03353397837392735,-0.22283449975528843
122,0.2193234870288675,-0.03686235872723159,0.03822788565673277
123,-1.09555765917758,-0.4927664307435478,-0.28963986267715625
124,-0.15990772352764426,-0.17273561410256166,-0.17970130444818008
125,0.13782690430407096,-0.013433584291298484,-0.10019342774712782
126,-0.07246183608175683,0.05554255933690211,0.04816603529019042
127,0.10264053902061832,0.019867583225045116,-0.08261543877886421
128,0.10529558701571673,-0.10963692934782598,-0.3206249759457646
129,0.0866387924415375,-0.2222154160685515,-0.19846428068363958
