location_tag,location,hospitality,room_quality
0,0.2859649677438201,0.2929421965083273,0.28124391487958084
1,0.05210404747289077,0.256865519730198,0.32456535777115136
2,0.3639018002818796,0.8151431737762261,0.3009750240542354
3,0.24248527414359966,0.2604131093879152,0.1668919790715364
4,0.2408248772049565,0.4167691900363888,0.2557855196810575
5,-0.15990772352764426,0.26559362422667665,0.3245044358189413
6,0.27888396437224816,0.3587329173659698,0.32151526040764
7,0.3347351336152129,0.08744364325979426,0.29297502405423537
8,-0.3232426820844458,0.2814644172995423,0.16108878160844797
9,0.5378148437601405,0.44014317377622625,0.2094257282795875
10,0.20494226270962523,0.24339924441640282,0.2341145589379563
11,0.24176439570172692,0.2550656543963813,0.36774060268925024
12,0.11556745745934782,0.3603361237787954,0.3098903932809902
13,0.13175894313902248,0.39890828603874784,0.30940199034637017
14,0.20834624472632401,0.2363552949883474,0.34466434444258487
15,0.22255282667484144,0.2997316707574782,0.13664636673960612
16,0.27299270937278863,0.5575674162004686,0.3489202295336874
17,0.23853948144129988,0.2520007361844494,0.3066384544749473
18,0.29414765505603624,0.3541730867782522,0.3809917814903476
20,0.077316434428221,0.504032062665115,0.2837783984864223
21,0.12134966522726187,0.36247282386830726,0.33652682439220494
22,0.19723513361521294,0.4028624720218402,0.5621690539049816
23,0.20675894313902243,0.07925392989976188,-0.013631717518798325
24,-0.03609819971812045,0.08180984044289286,0.3009750240542354
25,0.02776734650036694,0.3720537428819173,0.3057068852529735
26,-0.014050955623632233,0.3818098404428929,0.2783412791982683
27,0.3214088824348541,0.2557619362512761,0.32668930976852106
28,0.24666042097153473,0.3016879821032128,0.2433498785361911
29,0.279185143155377,0.2635470342068127,0.4730491839615355
30,-0.02230509626984456,0.16444457098181509,0.2822430355816129
31,-0.08204414566406637,0.32251780504466276,0.4925638091009643
32,0.05140180028187957,0.4246669833000357,0.17892777995974718
34,0.2937068142094562,0.3065895190328358,0.4219941323344901
35,0.2500404141432657,0.3934377474196371,0.3392186501165583
36,0.1899887568036187,0.2477672872514035,-0.1856916426124313
37,0.2918556907717931,0.307467735179735,0.3830109521979479
38,0.2126936942803207,0.36085583703573787,0.3442501154804849
39,0.09092129888912193,0.40139026002331246,0.31355364040643663
40,-0.10038391400383473,0.36553077067545103,0.27824775132696267
41,0.08424231830397699,0.29966405829711074,0.29911600591932375
42,0.6972351336152128,0.4818098404428929,0.5509750240542354
43,0.22740754740831637,0.34249265982615285,0.2760817096872368
44,-0.29064365426357497,0.2734765071095595,0.3298639129431242
45,0.295408649596948,0.06289092152397391,0.1519684015376791
46,0.20063649415943063,0.344068793610937,0.4147897807261349
47,0.1587735951536744,0.3498026071698368,0.25853959969999185
48,-0.03609819971812045,0.5558839145169671,0.07661604969526103
49,-0.04509401561770199,0.3685412320286534,0.1687032618461674
50,-0.12305472145725083,0.3897045772849982,0.39386039954830654
51,0.27976718489726415,0.2780183712485801,0.5094389738974956
52,0.20365839257396878,0.3172225083891501,0.2882722386241772
53,0.19214607509103987,0.22757255230729967,0.21367343675264805
54,0.07818751456759387,0.42097333854175223,0.243139203158713
55,0.3198404975998872,0.22268575285165204,0.028074260695456738
56,0.291987485422988,0.30581573145909313,0.3692875839775336
57,-0.28842177975254385,0.266515722795834,0.32010694866874134
58,0.31223006775908324,0.06577930609174787,0.4930932506552206
59,0.01178912422554157,0.3818098404428929,0.2985826795566277
60,-0.005145818765739496,0.10343146206451448,0.16879111600825836
61,0.29236677792718513,0.1235036515178114,0.2593790987571216
62,0.23829899449494407,0.25583491008077586,0.2863808617191694
63,0.2703987274109402,0.30288641360437885,0.3329191504568001
64,0.2669575617512808,0.3162368974847909,0.3847524480974217
65,0.2943134082179175,0.35209808877992166,0.37770032851972923
66,0.25431864600598786,0.31044026026395277,0.3082819134070538
67,0.20271606614570536,0.36633981823711936,0.40968805363057426
68,0.3045492822962681,0.3311688148018672,0.3613198516404422
69,-0.06466962828954903,-0.23247587384282142,0.5343083573875687
70,0.29165845427427506,0.026874218125296334,0.1823309562576252
71,0.30502240806915404,0.31321639150262315,0.425795684025541
72,0.25030096651429223,0.20954093287986764,0.28312711924306105
73,0.34064598632839116,0.3471944558275083,0.5885856435232619
74,0.2280419504427662,0.26378929889293956,0.2223765392057505
75,0.11241370504378434,0.31992459454125355,0.2565473132108619
