location_cell,id,2017-12-06 to 2017-12-07,2017-12-16 to 2017-12-17,2017-12-26 to 2017-12-27
121.0,7275655,170,170,170
121.0,17790889,100,100,100
106.0,12655465,168,185,185
106.0,833927,215,230,215
106.0,10013355,70,70,70
106.0,8167266,279,279,335
106.0,19085327,200,200,200
106.0,14342997,118,118,118
106.0,5604005,250,250,250
106.0,2461982,145,145,145
106.0,4460838,205,199,199
106.0,10422950,69,79,79
106.0,19527510,69,69,69
106.0,1363336,275,275,275
106.0,2012000,185,185,185
106.0,13005664,400,400,750
106.0,19015421,80,80,80
106.0,15297704,200,200,200
106.0,13374505,200,200,200
106.0,925010,260,280,260
58.0,11851598,89,89,89
58.0,19611699,325,325,325
58.0,17811033,159,159,160
58.0,18013489,120,120,120
58.0,15783290,202,246,278
58.0,11574762,155,155,155
58.0,15720448,80,90,87
58.0,13209514,150,150,150
58.0,20095208,190,190,213
58.0,18656413,72,72,72
58.0,8311318,69,69,69
58.0,20169315,210,210,210
58.0,5251719,75,99,75
58.0,7611972,80,80,80
58.0,12388527,50,50,50
58.0,19930060,195,195,195
53.0,7873893,80,80,80
53.0,19841999,200,400,500
53.0,9999294,100,100,100
53.0,18273151,100,100,100
53.0,4822822,80,80,80
53.0,5619149,475,450,425
53.0,8650076,127,127,127
53.0,17172338,100,100,120
53.0,16599472,229,229,235
53.0,16195067,120,70,80
116.0,1738513,100,100,100
116.0,10433510,79,89,79
116.0,18504151,385,425,385
116.0,9531437,81,80,81
116.0,2487073,107,108,100
116.0,3383662,84,84,84
116.0,13466561,110,110,110
116.0,12004744,159,179,159
116.0,21023216,90,90,90
116.0,5727850,55,55,55
116.0,2069779,250,250,250
116.0,18263278,103,100,91
116.0,20287051,95,95,95
116.0,8622987,160,160,160
102.0,9935577,100,100,100
102.0,21055896,120,120,100
102.0,19674660,145,155,200
102.0,10018550,100,100,100
102.0,13650422,150,150,195
102.0,17584949,135,135,164
102.0,9490137,250,450,550
102.0,9607952,349,349,349
102.0,13330602,250,250,250
102.0,6811364,350,350,350
102.0,15192145,799,799,799
102.0,15987969,155,165,155
102.0,14264350,345,345,345
102.0,14297224,159,159,159
102.0,3354745,100,100,100
102.0,10429806,699,899,699
102.0,7401876,90,175,90
127.0,15664756,250,250,250
127.0,9585027,80,80,80
127.0,7724865,175,175,200
127.0,246351,135,150,135
127.0,16823318,34,30,30
127.0,11261796,200,200,200
127.0,1639762,115,115,115
127.0,12675052,150,150,150
127.0,20996451,440,400,440
127.0,4714600,115,115,115
127.0,20862766,450,400,600
127.0,5211090,225,225,225
127.0,13687060,240,240,240
127.0,8407963,185,185,185
127.0,15256150,175,175,225
127.0,9845284,150,150,150
127.0,6863948,150,150,150
127.0,9736123,260,195,195
127.0,1569444,250,250,250
90.0,11147918,55,55,55
90.0,16617217,159,159,159
90.0,1675801,199,225,249
90.0,14901070,85,85,85
90.0,18892937,938,727,489
90.0,13134263,200,200,200
90.0,16981121,160,160,168
90.0,7006151,152,133,130
90.0,4004242,95,115,95
90.0,19653530,399,275,275
90.0,8880194,100,100,100
90.0,11087002,549,729,1049
31.0,21035682,180,180,200
31.0,3850493,139,139,139
31.0,3592456,110,120,110
31.0,13101855,90,90,100
31.0,15614302,54,61,60
31.0,14683118,35,35,35
31.0,682122,89,89,89
31.0,20275223,30,30,35
31.0,20863247,33,33,33
31.0,10849166,40,42,40
31.0,20714517,34,34,34
100.0,8666528,188,198,188
100.0,20362963,120,120,120
100.0,18618887,70,72,80
100.0,13002204,129,129,129
100.0,18054501,80,80,80
100.0,12487909,52,58,52
100.0,16187604,89,89,89
100.0,13310836,59,59,59
100.0,20156831,75,75,84
100.0,21141576,135,140,135
100.0,14446171,87,87,87
100.0,11084143,188,198,208
100.0,18112565,90,90,90
100.0,19625234,169,169,213
100.0,20956802,40,40,55
11.0,21012991,109,109,125
11.0,21053769,98,98,98
11.0,9283228,110,110,110
11.0,3981427,80,80,80
11.0,14524686,180,200,180
11.0,18215065,65,85,65
11.0,15675616,288,288,288
11.0,12826965,40,40,39
11.0,5851500,36,36,38
11.0,12918287,85,85,85
11.0,20968808,135,135,135
11.0,774791,55,69,55
16.0,17319360,93,93,115
16.0,18353019,45,45,45
16.0,13740409,350,350,350
16.0,18483354,110,110,210
16.0,3523001,125,125,125
16.0,17023591,40,40,40
16.0,15645988,90,90,90
16.0,10224832,80,80,80
16.0,14724495,300,300,300
16.0,7671112,99,99,99
124.0,20840469,399,399,399
124.0,17570448,50,50,54
64.0,786843,159,160,175
64.0,11321484,75,75,75
64.0,11322591,160,160,160
64.0,320877,225,250,225
64.0,19246114,238,300,300
64.0,14105831,135,116,137
64.0,16552108,140,140,140
64.0,138216,150,90,150
64.0,18753689,75,75,100
64.0,2658270,36,42,42
64.0,16243823,360,360,360
64.0,12381255,85,85,99
64.0,3868052,240,275,240
64.0,152819,229,229,229
64.0,9633282,150,200,150
64.0,5697556,165,165,165
64.0,15805025,95,95,95
64.0,11901356,303,305,303
113.0,4796592,60,60,60
113.0,16242309,161,161,161
113.0,14884702,149,149,149
113.0,74860,55,55,55
113.0,8569922,107,107,107
113.0,9785847,75,75,75
113.0,17254855,70,70,70
113.0,16994013,50,50,50
113.0,6300424,80,80,80
113.0,18597754,125,125,125
113.0,11941101,300,300,300
113.0,16520193,75,75,75
113.0,12874443,150,150,150
113.0,10117624,250,250,250
113.0,11472498,150,150,150
113.0,5268960,190,190,190
18.0,15974046,150,150,150
18.0,15287023,250,300,250
18.0,15758526,245,245,245
18.0,2175827,77,86,83
18.0,9348923,110,110,110
18.0,6362662,65,65,65
18.0,165573,165,165,165
18.0,6901484,62,62,62
18.0,17959820,145,145,145
18.0,9431085,265,225,260
18.0,12969574,244,184,155
18.0,13978228,74,74,74
18.0,1698334,82,82,75
18.0,19017784,90,90,90
18.0,13573790,80,80,80
18.0,16238779,230,190,230
18.0,17989780,130,130,130
18.0,6348998,85,85,70
18.0,14416321,250,250,250
18.0,18447199,150,150,150
39.0,4942523,65,65,65
39.0,14009768,35,35,35
39.0,3425822,165,165,300
39.0,12763008,65,65,65
39.0,15129443,35,43,41
39.0,18526162,84,84,84
39.0,9592725,540,540,540
39.0,2445715,180,170,275
39.0,10042932,68,68,68
39.0,1903198,49,39,55
39.0,16859099,39,39,39
39.0,17891586,89,89,120
39.0,9450180,58,58,58
39.0,1107976,36,37,37
39.0,14167380,160,160,160
39.0,12856992,35,35,35
39.0,6603830,180,180,250
77.0,12864784,65,65,79
77.0,16037130,130,130,130
77.0,4301454,225,225,215
77.0,19272027,220,220,221
77.0,7936100,229,309,329
77.0,15509546,85,85,85
77.0,21136805,220,220,220
77.0,7265918,109,121,125
77.0,3832863,250,250,250
77.0,20859622,290,299,299
77.0,3223080,179,179,179
77.0,9753240,700,700,800
77.0,10020060,148,148,215
77.0,4479632,639,422,543
77.0,8683610,250,250,250
77.0,911867,156,156,140
77.0,4766582,100,100,100
115.0,21013080,159,159,159
115.0,13763165,120,120,120
115.0,4232445,235,235,235
115.0,14088249,225,225,225
115.0,14024257,135,135,135
115.0,10907480,276,306,359
115.0,515408,235,155,295
115.0,9514721,349,349,349
115.0,16287615,125,125,125
115.0,8281567,111,111,111
115.0,8592525,200,200,200
115.0,3290309,295,365,365
115.0,1403870,300,300,325
115.0,959788,150,150,150
115.0,1291004,238,238,238
115.0,19653893,175,175,175
89.0,9346505,40,40,40
89.0,17779879,90,90,90
89.0,20930060,89,89,89
89.0,2023577,110,110,110
89.0,12797684,100,100,100
89.0,7771777,90,90,90
89.0,880811,105,105,105
89.0,4287221,275,275,300
89.0,2243769,1500,1500,1500
89.0,2250790,95,95,120
89.0,18874233,45,79,63
89.0,13897860,350,350,350
89.0,11587722,299,299,317
89.0,15952571,499,499,499
89.0,9736600,75,75,75
89.0,15344308,75,75,75
89.0,9624825,150,175,150
89.0,13308276,254,250,265
89.0,19802824,250,250,250
89.0,19034746,65,65,65
74.0,17604402,55,55,55
74.0,21141312,250,250,250
74.0,9728168,189,189,189
74.0,7731215,140,140,140
74.0,13293823,250,250,350
74.0,9412913,90,90,90
74.0,6729778,160,140,140
74.0,14693952,70,70,70
74.0,16652122,180,180,180
74.0,18197853,150,150,150
74.0,9211719,75,75,75
74.0,4261951,225,225,225
74.0,2949128,200,200,200
74.0,17255913,100,100,102
74.0,19017814,80,80,80
74.0,3378585,300,300,300
112.0,18059231,70,70,70
112.0,10733505,200,200,200
112.0,19314680,590,490,590
112.0,5105805,150,175,150
112.0,3834786,190,199,220
112.0,20692369,450,450,450
112.0,6156278,180,180,180
112.0,4415695,56,82,87
112.0,16378313,218,218,218
112.0,248029,155,175,155
112.0,2838999,138,138,158
112.0,646210,160,120,120
112.0,15327600,250,250,250
112.0,14183466,140,180,150
112.0,7635764,99,99,99
112.0,4686678,150,150,150
52.0,8689147,190,190,190
52.0,20183883,275,275,275
52.0,2299633,975,1275,975
52.0,8866178,135,185,165
52.0,2206115,171,171,171
52.0,1791891,296,260,311
52.0,14670074,110,139,110
52.0,6013171,150,150,150
52.0,15125599,199,199,199
52.0,265145,200,200,200
52.0,11086445,259,289,439
52.0,17604305,83,110,110
52.0,15759302,155,170,200
52.0,18210106,278,278,370
52.0,20948046,150,214,295
52.0,2156111,145,140,175
23.0,20205958,399,399,399
23.0,8097904,200,200,217
23.0,15266254,480,480,480
23.0,7022572,170,170,170
23.0,20910718,160,160,250
23.0,13803111,750,750,750
23.0,20167684,186,186,186
23.0,18312612,269,219,269
23.0,15983858,125,125,125
23.0,7257303,285,285,285
23.0,54453,105,250,105
23.0,3375998,450,450,320
23.0,2043060,235,235,300
23.0,15831628,250,250,250
23.0,14855614,500,550,500
23.0,4518654,399,399,439
99.0,8047942,80,80,80
99.0,772362,165,165,190
99.0,19626464,105,110,110
99.0,18935923,88,88,96
99.0,16718774,100,100,100
99.0,19555220,111,111,111
99.0,20946859,120,120,200
99.0,19588629,92,92,92
99.0,13605151,70,70,70
99.0,6077513,200,200,200
99.0,9820308,68,68,68
99.0,4122050,110,110,117
99.0,2124808,90,90,98
99.0,9386678,94,94,199
86.0,2925138,250,250,250
86.0,13968722,125,125,125
86.0,856440,149,149,149
86.0,13905833,150,150,150
86.0,18273842,245,245,300
86.0,20353113,175,130,175
86.0,5616298,2000,2000,2000
86.0,31130,245,245,245
86.0,8878181,150,135,165
86.0,18913112,125,125,125
86.0,7265896,140,140,140
86.0,5649623,2000,2000,2000
86.0,9168009,60,60,60
86.0,4868150,180,180,180
86.0,4967114,450,450,450
86.0,8356513,120,120,120
86.0,1918047,220,220,220
15.0,6323975,130,130,130
15.0,19720342,175,200,175
15.0,20481044,455,395,270
15.0,7174361,238,250,400
15.0,9215569,435,435,435
15.0,19455652,119,106,119
15.0,13670455,379,379,379
15.0,20190118,100,100,190
15.0,8521188,285,350,285
15.0,20188858,119,125,125
15.0,18159239,229,229,229
15.0,13584582,175,175,180
15.0,14848976,200,200,246
48.0,19083121,69,89,69
48.0,19154395,62,69,69
48.0,16676223,50,50,50
48.0,15369274,45,45,45
48.0,19054001,65,65,65
48.0,19291901,52,58,62
48.0,15369274,45,45,45
48.0,17254706,65,65,65
123.0,15256000,150,150,150
123.0,14489615,55,55,55
123.0,11564373,200,200,200
123.0,15288813,100,100,100
123.0,18474608,90,94,90
123.0,18666975,100,110,100
123.0,20981359,72,72,72
123.0,16351554,540,540,540
123.0,18197137,100,110,100
123.0,20981359,50,50,72
4.0,19923648,105,105,105
4.0,21054012,215,250,215
4.0,16751874,75,75,75
4.0,17480159,62,77,77
4.0,9145202,47,47,47
4.0,9374263,155,175,155
22.0,18715053,50,50,50
22.0,16777456,80,80,80
22.0,11928084,70,70,70
22.0,16335779,250,250,250
22.0,7771351,54,69,54
22.0,4456997,49,75,49
22.0,4812995,80,80,80
22.0,18393654,80,80,80
128.0,18915167,180,180,250
128.0,19019325,54,54,54
128.0,19762901,250,240,320
128.0,917739,360,360,500
128.0,1878642,195,195,195
128.0,20607037,190,190,186
128.0,8034664,119,129,119
128.0,11713627,142,146,164
128.0,1201479,135,135,135
128.0,9409367,400,400,500
128.0,8439030,85,85,85
128.0,4191257,200,200,200
128.0,16331944,300,300,300
128.0,8634152,120,120,120
128.0,8438536,200,200,200
128.0,10022730,165,165,165
128.0,9371045,200,200,200
128.0,20439520,499,519,699
128.0,13055236,120,123,120
92.0,8664721,200,215,200
92.0,9168614,175,175,175
92.0,18975009,92,92,92
92.0,7141549,78,78,78
92.0,20085131,120,120,120
92.0,7094619,120,120,120
92.0,21139869,85,95,120
92.0,1954653,195,195,195
92.0,10115792,449,449,449
92.0,2578373,400,400,400
92.0,2217398,1500,1500,1500
92.0,4203460,270,270,270
92.0,5536824,475,199,239
92.0,19014865,34,34,43
92.0,15182188,79,79,79
92.0,6927059,105,105,105
92.0,18190203,140,130,390
79.0,12558307,299,399,299
79.0,20460009,350,350,350
79.0,1590214,122,135,124
79.0,2984805,80,80,80
79.0,18521455,400,400,400
79.0,19858046,295,295,295
79.0,20874121,122,119,99
79.0,20625412,190,400,500
79.0,11569560,140,140,140
79.0,18192108,110,110,110
79.0,1210916,145,145,145
79.0,2028099,250,250,250
79.0,13940091,187,187,187
79.0,17828861,160,160,190
79.0,10836260,400,400,400
79.0,12451425,175,175,175
7.0,1171955,275,275,275
7.0,7839972,239,239,239
7.0,17499587,220,220,220
7.0,19011949,270,270,270
7.0,19283124,150,169,180
7.0,7637047,175,175,175
7.0,17697164,325,325,325
7.0,11591546,390,390,550
7.0,20601868,265,265,265
7.0,14375070,350,350,350
7.0,17603059,230,220,220
7.0,9682617,228,228,228
7.0,4858305,350,350,350
7.0,18482700,190,190,355
45.0,5796405,295,295,295
45.0,20455873,199,383,239
45.0,9301647,70,90,120
45.0,14683983,504,840,504
45.0,20888646,199,199,199
45.0,13865843,200,200,200
45.0,8439145,159,159,159
45.0,11206330,225,225,225
45.0,15205625,196,196,196
45.0,13019720,275,275,275
45.0,11891606,189,189,189
45.0,12755571,72,72,72
45.0,13032261,193,193,193
45.0,15199186,189,189,289
45.0,6115275,180,180,180
85.0,775326,69,75,74
85.0,10409669,48,52,63
85.0,783964,65,75,80
85.0,12775106,120,120,120
85.0,20308253,115,80,115
85.0,3826908,84,86,91
85.0,4359756,165,165,165
85.0,8879282,97,126,97
85.0,13041392,209,215,230
85.0,7750282,99,99,99
85.0,15328237,130,130,140
85.0,12360583,65,75,65
85.0,5432930,140,140,140
85.0,18649595,46,46,52
85.0,2237032,68,68,68
76.0,4773463,175,175,175
76.0,13248742,52,52,52
76.0,17365005,105,105,105
76.0,20426173,61,60,59
76.0,9615485,67,67,67
76.0,4396142,140,140,140
76.0,16455521,96,103,96
76.0,58467,108,108,108
76.0,11798095,55,55,55
76.0,18998984,40,40,40
76.0,16336709,65,65,65
76.0,9412636,60,60,60
76.0,18460119,99,99,99
76.0,16274717,33,32,32
76.0,18915286,308,207,312
76.0,19386162,65,65,65
76.0,15419574,95,95,105
9.0,14254566,80,80,80
9.0,20054293,49,49,59
9.0,16214404,45,45,45
9.0,18212986,65,88,86
9.0,10985093,95,125,95
9.0,20931566,45,45,45
9.0,8963790,126,126,126
9.0,8354416,97,105,97
60.0,14768877,117,117,117
60.0,1870228,50,50,50
60.0,14164359,40,40,40
60.0,8867383,55,55,55
60.0,19197693,155,155,155
60.0,7636986,100,100,100
60.0,10748978,55,70,70
60.0,2867115,40,47,45
60.0,13394065,90,90,90
60.0,16402087,37,37,37
60.0,19547068,93,101,100
60.0,19309321,130,130,150
60.0,18961150,195,195,195
60.0,5431845,160,160,160
60.0,4966559,200,200,200
14.0,14787826,48,48,48
14.0,13801377,100,100,100
14.0,1108309,185,185,185
14.0,7957339,109,109,109
14.0,11605696,52,52,52
14.0,20788831,99,99,99
14.0,206957,140,140,146
14.0,6290301,83,83,83
14.0,19334358,120,120,120
14.0,19913442,150,150,150
110.0,17612481,190,195,280
110.0,13464122,157,190,220
110.0,4707077,150,150,150
110.0,11015593,175,165,299
110.0,5612772,850,799,990
110.0,9906190,93,93,93
110.0,13191819,180,180,160
110.0,2707450,280,280,320
110.0,15560799,189,195,229
110.0,15155219,667,667,667
110.0,8372650,261,261,261
110.0,17717061,120,130,120
70.0,15218699,1299,1299,1799
70.0,3695178,100,100,100
70.0,15206836,899,899,999
70.0,16018094,499,499,699
70.0,19722207,791,998,1497
70.0,21069963,150,150,150
70.0,6988905,190,195,220
70.0,6168568,699,499,699
70.0,9548756,200,200,200
70.0,15218066,799,799,999
70.0,15284819,220,340,800
70.0,3695375,135,135,135
70.0,15735305,499,499,699
70.0,15191882,198,330,198
70.0,17990157,275,275,275
70.0,8973075,140,120,140
70.0,16489149,799,799,999
3.0,17189075,70,70,70
3.0,4726448,250,325,400
3.0,13407354,169,155,124
3.0,2479144,215,185,180
3.0,14185610,100,100,129
3.0,16777938,139,139,199
3.0,15633514,112,112,112
3.0,13447109,201,201,201
3.0,13603951,175,175,175
3.0,16844643,232,450,455
3.0,18566561,425,425,425
3.0,12891190,179,191,168
3.0,7516992,70,70,70
3.0,13038474,800,1200,2000
3.0,19783043,80,90,85
119.0,20888216,100,100,100
119.0,15059706,315,315,315
119.0,19750868,335,525,335
119.0,7699542,95,95,95
119.0,15981246,400,400,400
119.0,14473548,399,463,579
119.0,1357021,219,219,399
119.0,12561615,100,100,100
119.0,15720569,125,125,129
119.0,13900294,105,95,150
119.0,18887372,195,144,174
119.0,10070693,275,275,275
119.0,14383299,300,300,300
119.0,16378562,150,150,150
119.0,3344237,125,125,125
119.0,7596341,125,125,125
119.0,11690836,180,180,180
119.0,13489234,175,175,175
119.0,4745012,154,154,154
94.0,7239575,120,120,120
94.0,11574461,200,190,350
94.0,3629141,149,149,149
94.0,14028280,300,325,300
94.0,7095783,229,229,229
94.0,9196297,65,65,65
94.0,8458966,125,125,125
94.0,4812551,325,345,365
94.0,12561681,399,399,399
94.0,5505592,175,175,175
94.0,3426233,300,300,300
94.0,16202884,140,140,140
94.0,14779757,300,300,300
94.0,17430623,180,180,180
94.0,9115251,85,85,86
94.0,15761285,230,230,230
94.0,7651885,225,275,250
94.0,15918537,300,300,300
61.0,19014010,239,296,549
61.0,12976191,339,299,349
61.0,1712338,130,130,130
61.0,20548717,70,80,70
61.0,9969898,300,300,300
61.0,20433620,184,185,195
61.0,2595,228,228,228
61.0,10045963,309,249,299
61.0,9859456,450,450,450
61.0,739738,400,400,400
61.0,19801110,55,60,80
61.0,13528632,285,225,345
61.0,20400229,520,500,520
61.0,6614663,170,170,185
61.0,20089597,179,179,192
61.0,9387676,200,200,350
61.0,6534409,340,340,340
97.0,17699790,199,199,199
97.0,1331231,270,270,270
97.0,12856529,180,200,180
97.0,19654640,295,295,295
97.0,11640318,214,165,238
97.0,19153081,249,369,249
97.0,1910287,100,100,100
97.0,16201952,200,200,300
97.0,2228296,750,750,750
97.0,9625266,395,395,395
97.0,3176553,429,429,429
97.0,16811719,2000,2000,2000
97.0,15059292,115,115,115
97.0,1843034,295,295,295
97.0,11640318,238,165,238
97.0,16560007,180,200,180
88.0,21045695,105,105,105
88.0,17756109,800,800,800
88.0,12585689,650,729,650
88.0,4096559,450,450,450
88.0,1472002,75,75,75
88.0,5085279,525,600,525
88.0,20755969,1080,1080,1080
88.0,15868000,360,360,360
88.0,13387713,250,250,250
88.0,20801704,207,207,207
88.0,19751219,65,65,65
88.0,15181459,160,160,200
88.0,17841555,122,131,122
88.0,698094,120,120,120
88.0,386799,225,225,225
88.0,6590197,250,250,250
88.0,9775397,1200,1200,1200
69.0,19175288,95,135,160
69.0,19172876,155,110,200
69.0,19117322,250,250,250
69.0,7698070,99,99,99
69.0,12739910,400,400,400
69.0,15347268,2000,2000,2000
69.0,18111901,159,159,159
125.0,3559515,300,300,300
125.0,8994904,305,305,305
125.0,1994398,275,300,375
125.0,9884237,400,400,400
125.0,16013160,269,269,269
125.0,20801248,300,300,350
125.0,11259306,180,180,180
125.0,4824849,200,200,200
125.0,9937667,199,199,199
125.0,6582117,195,195,195
125.0,2356562,345,345,345
125.0,6493288,300,300,300
125.0,10225698,450,450,450
125.0,18086316,300,300,300
125.0,7349064,260,260,260
125.0,9937558,230,230,230
51.0,18523144,500,500,650
51.0,3241858,200,200,200
51.0,6833000,135,135,135
51.0,9415000,395,395,425
51.0,5262333,149,149,149
51.0,7001872,195,195,195
51.0,4502545,300,300,300
51.0,8688783,236,240,291
51.0,20725558,540,540,540
51.0,9470677,235,189,185
51.0,8595149,150,200,230
51.0,9457285,280,350,350
51.0,19701427,400,400,400
51.0,3357882,200,200,200
51.0,9793676,1100,1100,1100
30.0,12385693,339,299,299
30.0,1691188,200,200,200
30.0,12855015,38,38,50
30.0,14398950,74,84,81
30.0,21016290,125,125,125
30.0,8239352,50,50,53
30.0,21140939,110,125,165
30.0,19362751,40,35,37
30.0,682032,43,53,43
30.0,15108887,55,108,50
30.0,15311154,45,40,50
30.0,12293900,58,58,80
30.0,16664045,139,139,145
30.0,15328271,99,130,110
30.0,16087364,36,36,36
30.0,8883269,100,100,100
27.0,9435568,246,449,639
27.0,17692964,162,162,163
27.0,13125950,595,655,995
27.0,1864381,490,699,490
27.0,3856374,650,650,650
27.0,10454844,400,400,400
27.0,13779338,358,358,358
27.0,2447138,450,450,450
27.0,8193127,500,500,500
27.0,5422535,500,500,500
27.0,2141635,100,100,100
27.0,9532913,280,280,280
27.0,6371890,110,110,110
27.0,17666300,6750,3750,2250
27.0,1189378,300,325,300
27.0,15357633,455,435,425
27.0,17253883,1050,1200,1200
27.0,4777903,1500,1750,1500
27.0,999248,575,625,750
27.0,9810235,500,500,500
91.0,1543023,213,213,213
91.0,18842884,69,89,69
91.0,20597491,120,120,120
91.0,13098701,165,267,174
91.0,19458290,86,86,120
91.0,20196339,65,71,65
24.0,5651968,150,150,150
24.0,17458291,45,45,45
24.0,15937310,42,42,42
46.0,15434787,195,195,250
46.0,17006956,159,175,175
46.0,11478020,73,73,73
46.0,3580577,75,65,80
46.0,6748032,80,80,80
46.0,475216,100,100,100
46.0,3172212,69,69,69
46.0,4357464,74,84,74
46.0,11398939,50,50,50
46.0,18375138,65,74,65
46.0,18994394,59,59,61
46.0,489924,40,40,50
46.0,11377582,240,240,240
46.0,8667280,165,250,250
46.0,730480,150,110,107
13.0,864981,66,66,66
13.0,18927333,45,45,45
13.0,3377114,75,75,76
13.0,3395238,175,175,175
13.0,18911323,32,32,32
13.0,2392076,150,175,150
13.0,2515514,90,80,90
13.0,16661461,40,40,40
13.0,19183698,50,50,50
13.0,15144127,53,53,150
13.0,16455599,100,100,100
13.0,13660249,89,89,89
13.0,6759527,150,150,150
13.0,8485057,80,80,80
13.0,2030736,30,30,30
13.0,11753199,85,85,85
13.0,16429866,50,50,50
103.0,6329973,130,140,175
103.0,9720768,140,140,160
103.0,20322645,350,350,300
103.0,16353229,135,135,135
103.0,4471513,634,559,464
103.0,10404638,310,310,310
103.0,12987735,800,800,800
103.0,17625449,169,169,169
103.0,17515351,195,195,195
28.0,18149668,100,100,100
28.0,7252174,50,50,50
28.0,616659,140,140,140
28.0,20714992,150,150,150
28.0,15132221,120,120,120
28.0,12705303,175,175,175
28.0,9967360,100,100,100
28.0,10849426,80,80,80
28.0,2721610,275,275,275
28.0,2926247,195,195,195
28.0,6462549,49,49,98
28.0,7264263,120,120,120
28.0,17512620,200,209,209
28.0,19841625,96,80,150
72.0,19190579,140,140,175
72.0,5631916,215,215,215
72.0,11065264,500,500,750
72.0,19906195,100,200,350
72.0,878591,136,136,136
72.0,19379397,224,179,100
72.0,6554879,90,90,90
72.0,1151582,115,150,115
72.0,12281070,160,160,160
72.0,17683242,120,120,120
72.0,17944219,75,75,75
72.0,20607108,70,75,95
72.0,4137900,160,160,160
72.0,8087725,118,118,118
72.0,12409508,100,100,100
72.0,17793341,150,150,150
72.0,1702916,275,275,297
72.0,12885974,100,100,100
72.0,7325293,300,300,300
38.0,4567074,200,200,200
38.0,16897115,60,60,60
38.0,20284875,320,320,320
38.0,39586,119,128,140
38.0,145994,80,80,80
38.0,19846176,140,140,140
38.0,7324832,129,129,129
38.0,7816,225,225,225
38.0,13733309,85,85,85
38.0,13282281,150,150,150
38.0,15790640,65,65,65
38.0,12323423,50,50,50
38.0,20639280,125,125,125
38.0,13492353,75,75,75
38.0,1731365,500,530,530
17.0,10076836,150,150,150
17.0,19327623,300,300,300
17.0,251277,140,140,140
17.0,16323065,100,100,95
17.0,846871,150,150,125
17.0,18190744,2750,2750,2750
17.0,87853,194,194,194
17.0,6909447,150,150,150
17.0,9937434,200,200,200
17.0,5228280,375,375,375
17.0,13113422,294,294,294
17.0,5081207,165,165,165
17.0,12184165,171,171,171
17.0,1289573,150,150,150
17.0,18015606,150,151,153
17.0,6374545,200,200,200
17.0,31425,165,165,165
129.0,17213645,98,98,98
129.0,3554598,340,340,340
129.0,16338784,108,140,108
129.0,18003918,175,175,175
129.0,16675019,150,150,150
129.0,16420915,150,150,230
129.0,20566376,100,100,100
129.0,2103480,560,560,560
129.0,6279160,175,175,175
129.0,17224797,160,160,160
129.0,2329047,400,400,400
129.0,8653999,180,180,180
129.0,5826716,158,189,189
129.0,2061367,86,86,86
129.0,10000943,159,159,159
129.0,6760090,190,190,190
129.0,15437413,249,249,249
84.0,3112872,215,215,215
84.0,14080022,325,375,325
84.0,9249776,150,150,150
84.0,19013594,500,500,500
84.0,9833212,80,80,80
84.0,15943475,200,200,210
84.0,6300809,280,280,280
84.0,1058791,175,190,175
84.0,19949990,250,250,250
84.0,5256554,250,250,250
84.0,341982,99,99,99
84.0,488211,235,235,235
84.0,13662692,200,200,200
84.0,1330430,199,179,212
84.0,19531901,180,180,180
84.0,18222455,142,142,142
84.0,304799,195,195,190
84.0,3728303,150,150,150
71.0,15952702,147,147,147
71.0,17732486,180,180,180
71.0,4509664,205,205,205
71.0,846857,109,169,119
71.0,9837051,83,83,83
71.0,132570,170,170,170
71.0,19980048,225,225,225
71.0,16453160,147,150,134
71.0,985377,199,199,199
71.0,11968056,297,297,297
71.0,6302423,245,245,245
71.0,4885832,225,225,225
71.0,6397059,250,250,250
71.0,14091281,250,250,250
71.0,17349455,300,300,300
71.0,1437044,270,270,270
71.0,10086029,800,800,800
71.0,19291541,399,399,399
71.0,18869812,164,164,164
