name,check_in,check_out,adults,rooms,provider,reviews,rating,price,features,url
Hotel Pennsylvania New York,2017-12-09,2017_12_10,2,1,AMOMA,"5,127",2.5,158,"['Bar/Lounge', 'Business Center with Internet Access', 'Meeting Rooms', 'Concierge', 'Conference Facilities', 'Air Conditioning', 'Bar/Lounge']",/Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania_New_York-New_York_City_New_York.html
Riverside Tower Hotel,2017-12-09,2017_12_10,2,1,Hotels.com,668,3,160,"['Free High Speed Internet ( WiFi )', 'Air Conditioning', 'Microwave', 'Refrigerator in room']",/Hotel_Review-g60763-d93539-Reviews-Riverside_Tower_Hotel-New_York_City_New_York.html
Hotel 31,2017-12-09,2017_12_10,2,1,Booking.com,"1,573",4,169,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",/Hotel_Review-g60763-d126257-Reviews-Hotel_31-New_York_City_New_York.html
Royal Park Hotel,2017-12-09,2017_12_10,2,1,Hotwire.com,649,3,169,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning']",/Hotel_Review-g60763-d1155229-Reviews-Royal_Park_Hotel-New_York_City_New_York.html
Flushing Motel,2017-12-09,2017_12_10,2,1,Booking.com,5,3,180,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",/Hotel_Review-g60763-d6217892-Reviews-Flushing_Motel-New_York_City_New_York.html
Astor on the Park,2017-12-09,2017_12_10,2,1,Priceline,"1,529",3.5,183,"['$120 - $315 (Based on Average Rates for a Standard Room) ', 'Non-Smoking Rooms ', '80 ', 'TripAdvisor is proud to partner with Booking.com, Hotels.com, Orbitz, Expedia, Priceline, Travelocity, Cancelon, TripOnline SA, Hotwire, Agoda, getaroom.com, HotelsforEveryone and Evoline ltd so you can book your Astor on the Park reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers. ', 'United States >', 'New York >', 'New York City >', 'Upper West Side / Manhattan ', 'Astor Park New York ,', 'Astor Park Hotel New York ,', 'Astor Hotel New York ,', 'Astor On The Park Hotel ,', 'Hotel Astor Park New York ,', 'Astor New York ,', 'Astor Park Nyc ,', 'Astor New Park York ']",/Hotel_Review-g60763-d99443-Reviews-Astor_on_the_Park-New_York_City_New_York.html
Windsor Hotel,2017-12-09,2017_12_10,2,1,Booking.com,254,2.5,196,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",/Hotel_Review-g60763-d267182-Reviews-Windsor_Hotel-New_York_City_New_York.html
Chelsea Inn - 17th Street,2017-12-09,2017_12_10,2,1,Priceline,144,3,202,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",/Hotel_Review-g60763-d80081-Reviews-Chelsea_Inn_17th_Street-New_York_City_New_York.html
Chelsea Savoy Hotel,2017-12-09,2017_12_10,2,1,TripAdvisor,669,4,211,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning']",/Hotel_Review-g60763-d112019-Reviews-Chelsea_Savoy_Hotel-New_York_City_New_York.html
Seton Hotel,2017-12-09,2017_12_10,2,1,HotelQuickly,814,4,213,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room']",/Hotel_Review-g60763-d121991-Reviews-Seton_Hotel-New_York_City_New_York.html
Hotel Newton,2017-12-09,2017_12_10,2,1,AMOMA,"1,572",4,220,"['Free Internet', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Microwave', 'Tennis Court']",/Hotel_Review-g60763-d112039-Reviews-Hotel_Newton-New_York_City_New_York.html
Comfort Inn Manhattan Bridge,2017-12-09,2017_12_10,2,1,Cancelon,570,4,221,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Multilingual Staff', 'Breakfast included', 'Breakfast Available', 'Laundry Service', 'Concierge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1383001-Reviews-Comfort_Inn_Manhattan_Bridge-New_York_City_New_York.html
Marrakech Hotel,2017-12-09,2017_12_10,2,1,AMOMA,"1,633",3,221,"['Free High Speed Internet ( WiFi )', 'Airport Transportation', 'Air Conditioning']",/Hotel_Review-g60763-d113343-Reviews-Marrakech_Hotel-New_York_City_New_York.html
Belnord Hotel,2017-12-09,2017_12_10,2,1,Hotels.com,"1,336",3.5,230,"['Free High Speed Internet ( WiFi )', 'Airport Transportation', 'Multilingual Staff', 'Air Conditioning']",/Hotel_Review-g60763-d217627-Reviews-Belnord_Hotel-New_York_City_New_York.html
Amsterdam Court Hotel,2017-12-09,2017_12_10,2,1,HotelQuickly,"3,249",3.5,231,"['Restaurant', 'Bar/Lounge', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d80075-Reviews-Amsterdam_Court_Hotel-New_York_City_New_York.html
Clarion Hotel Park Avenue,2017-12-09,2017_12_10,2,1,ClarionHotels,442,3.5,231,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Fitness Center with Gym / Workout Room', 'Tennis Court']",/Hotel_Review-g60763-d224217-Reviews-Clarion_Hotel_Park_Avenue-New_York_City_New_York.html
The Roosevelt Hotel,2017-12-09,2017_12_10,2,1,AMOMA,"9,040",3.5,241,"['Room Service', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Laundry Service', 'Dry Cleaning', 'Meeting Rooms', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d99766-Reviews-The_Roosevelt_Hotel-New_York_City_New_York.html
Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,2017-12-09,2017_12_10,2,1,Hotels.com,1 review,5,242,"['$158 - $313 (Based on Average Rates for a Standard Room) ', '189 ', 'TripAdvisor is proud to partner with Hotels.com, Orbitz, Marriott and Expedia so you can book your Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers. ', 'United States >', 'New York >', 'New York City >', 'Financial District ']",/Hotel_Review-g60763-d12906143-Reviews-Fairfield_Inn_Suites_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_City.html
Midtown West Hotel,2017-12-09,2017_12_10,2,1,Booking.com,115,3,244,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",/Hotel_Review-g60763-d6701149-Reviews-Midtown_West_Hotel-New_York_City_New_York.html
Americana Inn,2017-12-09,2017_12_10,2,1,Booking.com,734,3.5,245,"['Air Conditioning', 'Refrigerator in room']",/Hotel_Review-g60763-d121981-Reviews-Americana_Inn-New_York_City_New_York.html
The Wall Street Inn,2017-12-09,2017_12_10,2,1,AMOMA,516,4,248,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Air Conditioning', 'Tennis Court', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d251906-Reviews-The_Wall_Street_Inn-New_York_City_New_York.html
The Bentley Hotel,2017-12-09,2017_12_10,2,1,Booking.com,"3,829",4,254,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Free Internet', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Dry Cleaning', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d99302-Reviews-The_Bentley_Hotel-New_York_City_New_York.html
"Club Quarters Hotel, Wall Street",2017-12-09,2017_12_10,2,1,Booking.com,"1,483",4,278,"['Room Service', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d217623-Reviews-Club_Quarters_Hotel_Wall_Street-New_York_City_New_York.html
NH New York Jolly Madison Towers,2017-12-09,2017_12_10,2,1,NH Hotels,"2,725",3.5,284,"['Bar/Lounge', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge']",/Hotel_Review-g60763-d93470-Reviews-NH_New_York_Jolly_Madison_Towers-New_York_City_New_York.html
Days Inn Hotel New York City-Broadway,2017-12-09,2017_12_10,2,1,Priceline,"2,002",3,319,"['Room Service', 'Free Internet', 'Room Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning']",/Hotel_Review-g60763-d142114-Reviews-Days_Inn_Hotel_New_York_City_Broadway-New_York_City_New_York.html
Travel Inn Hotel New York,2017-12-09,2017_12_10,2,1,Booking.com,"1,820",3.5,250,"['Pool', 'Concierge', 'Air Conditioning', 'Microwave', 'Pool', 'Outdoor pool']",/Hotel_Review-g60763-d93622-Reviews-Travel_Inn_Hotel_New_York-New_York_City_New_York.html
New York Marriott Downtown,2017-12-09,2017_12_10,2,1,Priceline,"1,856",4,254,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93477-Reviews-New_York_Marriott_Downtown-New_York_City_New_York.html
Redford Hotel,2017-12-09,2017_12_10,2,1,Booking.com,31,3.5,254,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room']",/Hotel_Review-g60763-d1583937-Reviews-Redford_Hotel-New_York_City_New_York.html
Comfort Inn Lower East Side,2017-12-09,2017_12_10,2,1,AMOMA,174,4,255,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Airport Transportation', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d5888246-Reviews-Comfort_Inn_Lower_East_Side-New_York_City_New_York.html
Wolcott Hotel,2017-12-09,2017_12_10,2,1,getaroom.com,"2,369",4,259,"['Breakfast included', 'Breakfast included', 'Airport Transportation', 'Laundry Service', 'Concierge', 'Air Conditioning']",/Hotel_Review-g60763-d93333-Reviews-Wolcott_Hotel-New_York_City_New_York.html
Manhattan Broadway Hotel,2017-12-09,2017_12_10,2,1,TripAdvisor,685,2.5,260,"['Air Conditioning', 'Refrigerator in room']",/Hotel_Review-g60763-d122007-Reviews-Manhattan_Broadway_Hotel-New_York_City_New_York.html
Magnuson Convention Center Hotel,2017-12-09,2017_12_10,2,1,Orbitz.com,813,3.5,265,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Airport Transportation', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning']",/Hotel_Review-g60763-d235228-Reviews-Magnuson_Convention_Center_Hotel-New_York_City_New_York.html
Holiday Inn New York City - Wall Street,2017-12-09,2017_12_10,2,1,Priceline,739,4,270,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Multilingual Staff', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1234559-Reviews-Holiday_Inn_New_York_City_Wall_Street-New_York_City_New_York.html
DoubleTree by Hilton Hotel New York City - Financial District,2017-12-09,2017_12_10,2,1,AMOMA,"2,495",3.5,270,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d1858923-Reviews-DoubleTree_by_Hilton_Hotel_New_York_City_Financial_District-New_York_City_New_York.html
Aloft Harlem,2017-12-09,2017_12_10,2,1,Booking.com,721,4,274,"['Free High Speed Internet ( WiFi )', 'Pool', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Business Center with Internet Access', 'Air Conditioning', 'Pool', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1878946-Reviews-Aloft_Harlem-New_York_City_New_York.html
Orchard Street Hotel,2017-12-09,2017_12_10,2,1,Booking.com,155,4,278,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning']",/Hotel_Review-g60763-d7939016-Reviews-Orchard_Street_Hotel-New_York_City_New_York.html
Hudson River Hotel,2017-12-09,2017_12_10,2,1,Booking.com,689,3.5,278,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Laundry Service', 'Breakfast Available', 'Air Conditioning']",/Hotel_Review-g60763-d596200-Reviews-Hudson_River_Hotel-New_York_City_New_York.html
The Franklin,2017-12-09,2017_12_10,2,1,Hotwire.com,721,3.5,278,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Multilingual Staff']",/Hotel_Review-g60763-d93575-Reviews-The_Franklin-New_York_City_New_York.html
Best Western Bowery Hanbee Hotel,2017-12-09,2017_12_10,2,1,Cancelon,"1,285",4,281,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1060157-Reviews-Best_Western_Bowery_Hanbee_Hotel-New_York_City_New_York.html
Shoreham,2017-12-09,2017_12_10,2,1,AMOMA,"1,834",3.5,281,"['Room Service', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Airport Transportation', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93612-Reviews-Shoreham-New_York_City_New_York.html
Night Theater District,2017-12-09,2017_12_10,2,1,getaroom.com,"2,176",4,283,"['Bar/Lounge', 'Room Service', 'Restaurant', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Shuttle Bus Service', 'Room Service', 'Concierge', 'Air Conditioning', 'Minibar', 'Bar/Lounge', 'Restaurant']",/Hotel_Review-g60763-d75737-Reviews-Night_Theater_District-New_York_City_New_York.html
Fairfield Inn & Suites New York Manhattan/Downtown East,2017-12-09,2017_12_10,2,1,Travelocity,378,4,284,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Business Center with Internet Access', 'Air Conditioning', 'Microwave', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d4457041-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Downtown_East-New_York_City_New_York.html
Holiday Inn Express New York City-Wall Street,2017-12-09,2017_12_10,2,1,Expedia.com,518,4,285,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1465008-Reviews-Holiday_Inn_Express_New_York_City_Wall_Street-New_York_City_New_York.html
The Hotel @ New York City,2017-12-09,2017_12_10,2,1,AMOMA,"1,649",4,290,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Air Conditioning']",/Hotel_Review-g60763-d99388-Reviews-The_Hotel_New_York_City-New_York_City_New_York.html
The Gatsby Hotel,2017-12-09,2017_12_10,2,1,Booking.com,57,3.5,288,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Hot Tub']",/Hotel_Review-g60763-d247814-Reviews-The_Gatsby_Hotel-New_York_City_New_York.html
Courtyard New York Downtown Manhattan / World Trade Center Area,2017-12-09,2017_12_10,2,1,Booking.com,284,4,289,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d9761545-Reviews-Courtyard_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_City_New_York.html
Dylan Hotel NYC,2017-12-09,2017_12_10,2,1,Booking.com,905,3.5,289,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Multilingual Staff', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d217622-Reviews-Dylan_Hotel_NYC-New_York_City_New_York.html
Eurostars Wall Street,2017-12-09,2017_12_10,2,1,AMOMA,289,3.5,293,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Laundry Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Bar/Lounge']",/Hotel_Review-g60763-d1164645-Reviews-Eurostars_Wall_Street-New_York_City_New_York.html
The Frederick Hotel,2017-12-09,2017_12_10,2,1,AMOMA,"1,973",4,295,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d93351-Reviews-The_Frederick_Hotel-New_York_City_New_York.html
The Ridge Hotel,2017-12-09,2017_12_10,2,1,Booking.com,407,4,297,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning']",/Hotel_Review-g60763-d1007724-Reviews-The_Ridge_Hotel-New_York_City_New_York.html
The Court – A St Giles Hotel,2017-12-09,2017_12_10,2,1,Expedia.com,"2,104",4,329,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d194238-Reviews-The_Court_A_St_Giles_Hotel-New_York_City_New_York.html
The Redbury New York,2017-12-09,2017_12_10,2,1,AMOMA,393,4,349,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Room Service', 'Conference Facilities', 'Babysitting', 'Meeting Rooms', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d125274-Reviews-The_Redbury_New_York-New_York_City_New_York.html
Hudson Hotel New York,2017-12-09,2017_12_10,2,1,Official Site,"6,597",3.5,368,"['Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Free Internet', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d223023-Reviews-Hudson_Hotel_New_York-New_York_City_New_York.html
Duane Street Hotel,2017-12-09,2017_12_10,2,1,HotelQuickly,640,4.5,367,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Babysitting', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d620399-Reviews-Duane_Street_Hotel-New_York_City_New_York.html
Aloft Manhattan Downtown Financial District,2017-12-09,2017_12_10,2,1,Booking.com,195,4,329,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d7605857-Reviews-Aloft_Manhattan_Downtown_Financial_District-New_York_City_New_York.html
"Smyth, a Thompson Hotel",2017-12-09,2017_12_10,2,1,Booking.com,504,4.5,525,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d1371825-Reviews-Smyth_a_Thompson_Hotel-New_York_City_New_York.html
Millennium Hilton New York Downtown,2017-12-09,2017_12_10,2,1,Hilton.com,"4,688",4,329,"['Pool', 'Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Heated pool', 'Indoor pool']",/Hotel_Review-g60763-d262330-Reviews-Millennium_Hilton_New_York_Downtown-New_York_City_New_York.html
Hampton Inn Manhattan-Seaport-Financial District,2017-12-09,2017_12_10,2,1,Hampton.com,"1,070",4,296,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d277882-Reviews-Hampton_Inn_Manhattan_Seaport_Financial_District-New_York_City_New_York.html
Residence Inn New York Downtown Manhattan/World Trade Center Area,2017-12-09,2017_12_10,2,1,Hotwire.com,671,4.5,290,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d7182804-Reviews-Residence_Inn_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_City_New_Yor.html
Hotel Mulberry,2017-12-09,2017_12_10,2,1,Travelocity,596,4.5,309,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room']",/Hotel_Review-g60763-d1791248-Reviews-Hotel_Mulberry-New_York_City_New_York.html
Four Points by Sheraton New York Downtown,2017-12-09,2017_12_10,2,1,Booking.com,246,4,329,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d7595213-Reviews-Four_Points_by_Sheraton_New_York_Downtown-New_York_City_New_York.html
W New York - Downtown,2017-12-09,2017_12_10,2,1,WHotels.com,"1,184",4,409,"['Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Room Service', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d1462005-Reviews-W_New_York_Downtown-New_York_City_New_York.html
SoHo Garden Hotel,2017-12-09,2017_12_10,2,1,Hotwire.com,423,3.5,491,"['Free High Speed Internet ( WiFi )', 'Babysitting', 'Air Conditioning']",/Hotel_Review-g60763-d3168954-Reviews-SoHo_Garden_Hotel-New_York_City_New_York.html
"Club Quarters Hotel, World Trade Center",2017-12-09,2017_12_10,2,1,Travelocity,"1,516",4.5,296,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1595302-Reviews-Club_Quarters_Hotel_World_Trade_Center-New_York_City_New_York.html
World Center Hotel,2017-12-09,2017_12_10,2,1,Hotwire.com,945,4.5,296,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Concierge', 'Self-Serve Laundry', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d1553789-Reviews-World_Center_Hotel-New_York_City_New_York.html
Fairfield Inn New York Manhattan/Financial District,2017-12-09,2017_12_10,2,1,Hotwire.com,413,4,290,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d6877735-Reviews-Fairfield_Inn_New_York_Manhattan_Financial_District-New_York_City_New_York.html
