name,check_in,check_out,adults,rooms,provider,reviews,rating,price,features,url
Dream Downtown,2017-12-09,2017_12_10,2,1,Expedia.com,"3,612",4.5,425,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Pool', 'Room Service', 'Bar/Lounge', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar/Lounge', 'Heated pool', 'Outdoor pool']",/Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html
The Westin New York at Times Square,2017-12-09,2017_12_10,2,1,Booking.com,"2,679",4,584,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Pool', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Pool']",/Hotel_Review-g60763-d249712-Reviews-The_Westin_New_York_at_Times_Square-New_York_City_New_York.html
Residence Inn New York Manhattan/Times Square,2017-12-09,2017_12_10,2,1,Booking.com,"2,422",4.5,589,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Bar/Lounge', 'Business Center with Internet Access', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Self-Serve Laundry', 'Conference Facilities', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d578305-Reviews-Residence_Inn_New_York_Manhattan_Times_Square-New_York_City_New_York.html
Millennium Hilton New York One UN Plaza,2017-12-09,2017_12_10,2,1,Priceline,368,4,459,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Indoor pool']",/Hotel_Review-g60763-d209382-Reviews-Millennium_Hilton_New_York_One_UN_Plaza-New_York_City_New_York.html
"The Standard, East Village",2017-12-09,2017_12_10,2,1,Priceline,711,4.5,449,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Minibar', 'Restaurant']",/Hotel_Review-g60763-d1149402-Reviews-The_Standard_East_Village-New_York_City_New_York.html
JW Marriott Essex House New York,2017-12-09,2017_12_10,2,1,Expedia.com,"1,793",4,1119,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Spa', 'Room Service', 'Business Center with Internet Access', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa']",/Hotel_Review-g60763-d455186-Reviews-JW_Marriott_Essex_House_New_York-New_York_City_New_York.html
Omni Berkshire Place,2017-12-09,2017_12_10,2,1,Booking.com,"3,986",4.5,521,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d113300-Reviews-Omni_Berkshire_Place-New_York_City_New_York.html
The Jewel facing Rockefeller Center,2017-12-09,2017_12_10,2,1,Booking.com,"1,919",4.5,440,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Concierge', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d1913413-Reviews-The_Jewel_facing_Rockefeller_Center-New_York_City_New_York.html
Holiday Inn Express New York City - Chelsea,2017-12-09,2017_12_10,2,1,Booking.com,"2,053",4,424,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Business Center with Internet Access', 'Breakfast included', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d630950-Reviews-Holiday_Inn_Express_New_York_City_Chelsea-New_York_City_New_York.html
Doubletree By Hilton - Times Square South,2017-12-09,2017_12_10,2,1,Orbitz.com,"1,967",3.5,382,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d1149404-Reviews-Doubletree_By_Hilton_Times_Square_South-New_York_City_New_York.html
Hotel Edison Times Square,2017-12-09,2017_12_10,2,1,HotelQuickly,"9,819",3.5,320,"['Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d93437-Reviews-Hotel_Edison_Times_Square-New_York_City_New_York.html
Hotel Mela,2017-12-09,2017_12_10,2,1,Elvoline,"4,112",4,529,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant']",/Hotel_Review-g60763-d612263-Reviews-Hotel_Mela-New_York_City_New_York.html
Distrikt Hotel New York City,2017-12-09,2017_12_10,2,1,AMOMA,"5,398",4.5,351,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Airport Transportation', 'Dry Cleaning', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d1503474-Reviews-Distrikt_Hotel_New_York_City-New_York_City_New_York.html
