name,date_scraped,check_in,check_out,adults,rooms,address,lat,lon,provider,reviews,rating,price,range,amenities,tripadvisor rank,star rating,url
Americas Best Value Inn Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"1705 Linden Blvd, Brooklyn, NY 11212-6907",,,Hotels.com,11,2.5,,93-199,"['Free Parking', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",46,2.0 Star Hotel,/Hotel_Review-g60827-d1857215-Reviews-Americas_Best_Value_Inn_Brooklyn-Brooklyn_New_York.html
The Paper Factory Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"3706 36th St, Long Island City, NY 11101-1604",40.752813,-73.927635,Official Hotel,717,4,246,122-432,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Meeting Rooms', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Business Center with Internet Access', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",8,4.0 Star Hotel,/Hotel_Review-g48080-d5523553-Reviews-The_Paper_Factory_Hotel-Long_Island_City_Queens_New_York.html
Hampton Inn & Suites Fairfield,2017-11-07,2017-12-09,2017-12-10,2,1,"118 US Highway 46, Fairfield, NJ 07004-3217",,,Booking.com,540,4.5,,191-300,"['Pool', 'Free Parking', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Bar/Lounge', 'Room Service', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Self-Serve Laundry', 'Conference Facilities', 'Shuttle Bus Service', 'Room Service', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Heated pool', 'Hot Tub', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g46431-d224608-Reviews-Hampton_Inn_Suites_Fairfield-Fairfield_New_Jersey.html
Imperial Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"2550 E New York Ave, Brooklyn, NY 11207-2323",-33.77137815,150.843502273023,,11,2,,,"['Room Service', 'Room Service']",68,,/Hotel_Review-g60827-d1157523-Reviews-Imperial_Hotel-Brooklyn_New_York.html
Hyatt Place Flushing/LaGuardia Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"13342 39th Ave, Flushing, NY 11354-4515",,,AMOMA,634,4.5,247,206-492,"['Pool', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Breakfast included', 'Restaurant', 'Shuttle Bus Service', 'Room Service', 'Breakfast included', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Conference Facilities', 'Air Conditioning', 'Pool', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Indoor pool', 'Restaurant', 'Heated pool']",1,3.0 Star Hotel,/Hotel_Review-g47729-d5298080-Reviews-Hyatt_Place_Flushing_LaGuardia_Airport-Flushing_Queens_New_York.html
Best Western Long Island City,2017-11-07,2017-12-09,2017-12-10,2,1,"3805 Hunters Point Ave, Long Island City, NY 11101-1915",,,,600,3.5,,,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Business Center with Internet Access', 'Air Conditioning', 'Microwave']",24,2.0 Star Hotel,/Hotel_Review-g48080-d223307-Reviews-Best_Western_Long_Island_City-Long_Island_City_Queens_New_York.html
Super Lake Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"36-31 Prince St, Flushing, NY 11354-4008",52.505851,13.335117,Priceline,66,3,,130-856,"['Breakfast included', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Air Conditioning']",15,2.0 Star Hotel,/Hotel_Review-g47729-d1784442-Reviews-Super_Lake_Hotel-Flushing_Queens_New_York.html
Galaxy Motel,2017-11-07,2017-12-09,2017-12-10,2,1,"860 Pennsylvania Ave, Brooklyn, NY 11207-8422",-33.42854485,151.322473952639,Travelocity,26,2.5,,146-176,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Air Conditioning']",67,2.0 Star Hotel,/Hotel_Review-g60827-d548331-Reviews-Galaxy_Motel-Brooklyn_New_York.html
EVEN Hotel Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"46 Nevins St, Brooklyn, NY 11217-1020",,,Even Hotels,328,4.5,243,150-363,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Meeting Rooms', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",7,4.0 Star Hotel,/Hotel_Review-g60827-d10134568-Reviews-EVEN_Hotel_Brooklyn-Brooklyn_New_York.html
"Brooklyn Way Hotel, BW Premier Collection",2017-11-07,2017-12-09,2017-12-10,2,1,"764 4th Avenue, Brooklyn, NY 11232-1413",,,Hotwire.com,"1,263",4,150,133-261,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Spa', 'Breakfast included', 'Meeting Rooms', 'Multilingual Staff', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Banquet Room', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Spa']",19,2.5 Star Hotel,/Hotel_Review-g60827-d1879049-Reviews-Brooklyn_Way_Hotel_BW_Premier_Collection-Brooklyn_New_York.html
Fairfield Inn & Suites New York Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"181 3rd Ave, Brooklyn, NY 11217-3003",,,Fairfield Inn,654,4,251,154-369,"['Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Fitness Center with Gym / Workout Room']",20,2.5 Star Hotel,/Hotel_Review-g60827-d1862567-Reviews-Fairfield_Inn_Suites_New_York_Brooklyn-Brooklyn_New_York.html
HYATT house Bridgewater,2017-11-07,2017-12-09,2017-12-10,2,1,"530 US Highway 22, Bridgewater, NJ 08807-2405",,,Hyatt.com,546,4.5,143,158-302,"['Free Parking', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Babysitting', 'Banquet Room', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Outdoor pool']",2,3.0 Star Hotel,/Hotel_Review-g46325-d217618-Reviews-HYATT_house_Bridgewater-Bridgewater_New_Jersey.html
Surfside 3 Motel,2017-11-07,2017-12-09,2017-12-10,2,1,"16433 Crossbay Blvd, Howard Beach, NY 11414-3743",-35.7113806,150.1828509,Travelocity,81,3.5,,138-150,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",1,2.0 Star Hotel,/Hotel_Review-g47927-d1484575-Reviews-Surfside_3_Motel-Howard_Beach_Queens_New_York.html
Days Inn Bronx Near Stadium,2017-11-07,2017-12-09,2017-12-10,2,1,"997 Brook Ave, Bronx, NY 10451-4212",,,HotelQuickly,301,3.5,,153-202,"['Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Room Service', 'Business Center with Internet Access', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",9,2.0 Star Hotel,/Hotel_Review-g47369-d1146081-Reviews-Days_Inn_Bronx_Near_Stadium-Bronx_New_York.html
Howard Johnson Express Inn Bronx,2017-11-07,2017-12-09,2017-12-10,2,1,"1922 Boston Rd, I-95 Exit 4B, Bronx, NY 10460-4423",,,Orbitz.com,366,3,153,133-217,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Free Parking', 'Breakfast included', 'Room Service', 'Multilingual Staff', 'Business Center with Internet Access', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave']",11,2.0 Star Hotel,/Hotel_Review-g47369-d286866-Reviews-Howard_Johnson_Express_Inn_Bronx-Bronx_New_York.html
The Parc Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"3916 College Point Blvd, Flushing, NY 11354-5138",40.758372,-73.8345885,Travelocity,208,4,197,139-359,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Breakfast Available', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",5,2.5 Star Hotel,/Hotel_Review-g47729-d5544308-Reviews-The_Parc_Hotel-Flushing_Queens_New_York.html
The One Boutique Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"137-72 Northern Blvd, Flushing, NY 11354-4122",40.7635142,-73.8284205242028,Booking.com,79,3.5,139,126-275,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Spa', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Bar/Lounge', 'Spa']",10,3.0 Star Hotel,/Hotel_Review-g47729-d6548502-Reviews-The_One_Boutique_Hotel-Flushing_Queens_New_York.html
Hotel RL by Red Lion Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"1080 Broadway, Brooklyn, NY 11221-3014",,,Booking.com,24,3,224,133-300,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Business Center with Internet Access', 'Banquet Room', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Restaurant']",51,3.0 Star Hotel,/Hotel_Review-g60827-d11726197-Reviews-Hotel_RL_by_Red_Lion_Brooklyn-Brooklyn_New_York.html
Hampton Inn & Suites Bridgewater,2017-11-07,2017-12-09,2017-12-10,2,1,"1277 Route 22 West, Bridgewater, NJ 08807",,,Hampton.com,107,5,101,116-237,"['Pool', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Meeting Rooms', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Free Parking', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Pool', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Indoor pool']",1,2.5 Star Hotel,/Hotel_Review-g46325-d12139681-Reviews-Hampton_Inn_Suites_Bridgewater-Bridgewater_New_Jersey.html
Park House Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"1206 48th St, Brooklyn, NY 11219-3009",50.9611084,-0.7740392,,161,4,,139-210,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Business Center with Internet Access', 'Concierge', 'Air Conditioning']",36,,/Hotel_Review-g60827-d566718-Reviews-Park_House_Hotel-Brooklyn_New_York.html
Hampton Inn NY - JFK,2017-11-07,2017-12-09,2017-12-10,2,1,"144-10 135th Ave, Jamaica, NY 11436-2200",,,Expedia.com,"1,771",4,175,175-296,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Shuttle Bus Service', 'Breakfast included', 'Business Center with Internet Access', 'Airport Transportation', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Conference Facilities', 'Dry Cleaning', 'Fitness Center with Gym / Workout Room']",2,3.0 Star Hotel,/Hotel_Review-g47962-d224601-Reviews-Hampton_Inn_NY_JFK-Jamaica_Queens_New_York.html
Best Western Plus Arena Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"1324 Atlantic Avenue, Brooklyn, NY 11216-2811",,,Orbitz.com,590,4,178,155-307,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Meeting Rooms', 'Business Center with Internet Access', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Fitness Center with Gym / Workout Room']",17,2.5 Star Hotel,/Hotel_Review-g60827-d1762669-Reviews-Best_Western_Plus_Arena_Hotel-Brooklyn_New_York.html
Hampton Inn Garden City,2017-11-07,2017-12-09,2017-12-10,2,1,"1 North Ave, Garden City, NY 11530-2125",37.980904,-100.8414751,Hotels.com,663,4,,141-286,"['Pool', 'Free Parking', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Meeting Rooms', 'Laundry Service', 'Self-Serve Laundry', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",2,2.5 Star Hotel,/Hotel_Review-g47770-d623576-Reviews-Hampton_Inn_Garden_City-Garden_City_Long_Island_New_York.html
Atlantic Motor Inn,2017-11-07,2017-12-09,2017-12-10,2,1,"1768 Atlantic Ave, Brooklyn, NY 11213-1208",-34.97694855,138.513928820833,TripAdvisor,13,2,,149-200,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Air Conditioning']",66,2.0 Star Hotel,/Hotel_Review-g60827-d622912-Reviews-Atlantic_Motor_Inn-Brooklyn_New_York.html
The Box House Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"77 Box Street, Brooklyn, NY 11222-1151",40.73782865,-73.9536849684755,Booking.com,"1,046",4.5,319,156-448,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Babysitting', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",3,4.0 Star Hotel,/Hotel_Review-g60827-d2452838-Reviews-The_Box_House_Hotel-Brooklyn_New_York.html
JFK Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"11126 Van Wyck Expy, Ozone Park, NY 11420-1815",40.6429479,-73.7793733748521,Hotels.com,372,3,,,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Shuttle Bus Service', 'Airport Transportation', 'Breakfast included', 'Meeting Rooms', 'Business Center with Internet Access', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",1,2.5 Star Hotel,/Hotel_Review-g48355-d1485938-Reviews-JFK_Airport-Ozone_Park_Queens_New_York.html
Homewood Suites by Hilton Bridgewater / Branchburg,2017-11-07,2017-12-09,2017-12-10,2,1,"968 US Highway 202 S, Branchburg, NJ 08876-3732",,,Homewood,237,4.5,110,115-284,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Self-Serve Laundry', 'Air Conditioning', 'Pool', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g46319-d8474747-Reviews-Homewood_Suites_by_Hilton_Bridgewater_Branchburg-Branchburg_New_Jersey.html
Fairfield Inn New York Long Island City / Manhattan View,2017-11-07,2017-12-09,2017-12-10,2,1,"52-34 Van Dam Street, Long Island City, NY 11101",,,Booking.com,543,4,178,118-250,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Breakfast included', 'Shuttle Bus Service', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",15,2.5 Star Hotel,/Hotel_Review-g48080-d1027681-Reviews-Fairfield_Inn_New_York_Long_Island_City_Manhattan_View-Long_Island_City_Queens_New_York.html
The Tillary Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"85 Flatbush Avenue Ext, Brooklyn, NY 11201-2905",40.6963018,-73.9887419,AMOMA,466,4,270,150-385,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Concierge', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Restaurant']",24,3.5 Star Hotel,/Hotel_Review-g60827-d8126672-Reviews-The_Tillary_Hotel-Brooklyn_New_York.html
Hampton Inn Princeton,2017-11-07,2017-12-09,2017-12-10,2,1,"4385 US Highway 1, 4385 Brunswick Pike, Princeton, NJ 08540-5705",,,Expedia.com,858,4.5,101,115-181,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Dry Cleaning', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Outdoor pool', 'Tennis Court']",1,2.5 Star Hotel,/Hotel_Review-g46756-d506465-Reviews-Hampton_Inn_Princeton-Princeton_New_Jersey.html
City View Inn,2017-11-07,2017-12-09,2017-12-10,2,1,"3317 Greenpoint Ave, Long Island City, NY 11101-2011",47.3547646,11.7075655,Expedia.com,342,3,251,145-293,"['Free Parking', 'Breakfast included', 'Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Shuttle Bus Service', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Self-Serve Laundry', 'Microwave', 'Restaurant', 'Tennis Court']",30,2.0 Star Hotel,/Hotel_Review-g48080-d75617-Reviews-City_View_Inn-Long_Island_City_Queens_New_York.html
Princess Lefferts Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"127 Lefferts Pl, Brooklyn, NY 11238-2881",,,,0,-1,,,"['7 ', 'United States >', 'New York >', 'Brooklyn ']",,,/Hotel_Review-g60827-d1646979-Reviews-Princess_Lefferts_Hotel-Brooklyn_New_York.html
Sleep Inn Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"247 49th St, Brooklyn, NY 11220-1708",34.2457914,-77.8765392,,188,3.5,,,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Hot Tub']",50,2.0 Star Hotel,/Hotel_Review-g60827-d1235523-Reviews-Sleep_Inn_Brooklyn-Brooklyn_New_York.html
Lexington Inn,2017-11-07,2017-12-09,2017-12-10,2,1,"2473 Atlantic Ave, Brooklyn, NY 11207-2305",35.29090795,-120.650140302946,Hotels.com,91,2,,102-128,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Hot Tub']",64,2.5 Star Hotel,/Hotel_Review-g60827-d670501-Reviews-Lexington_Inn-Brooklyn_New_York.html
Pointe Plaza Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"2 Franklin Ave, Brooklyn, NY 11249-7802",42.01332755,-87.7694856692572,,779,4,,125-264,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Laundry Service', 'Business Center with Internet Access', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Fitness Center with Gym / Workout Room']",25,3.0 Star Hotel,/Hotel_Review-g60827-d2060398-Reviews-Pointe_Plaza_Hotel-Brooklyn_New_York.html
Hilton New York JFK,2017-11-07,2017-12-09,2017-12-10,2,1,"14402 135th Ave, Jamaica, NY 11436-2200",,,Hotels.com,"1,801",4,195,182-348,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Pool', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Shuttle Bus Service', 'Business Center with Internet Access', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Heated pool', 'Indoor pool']",8,3.5 Star Hotel,/Hotel_Review-g47962-d99463-Reviews-Hilton_New_York_JFK-Jamaica_Queens_New_York.html
Hilton Garden Inn Melville,2017-11-07,2017-12-09,2017-12-10,2,1,"1575 Round Swamp Rd, Plainview, NY 11803-5011",,,GardenInn.com,708,4.5,152,144-332,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Free Parking', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Heated pool', 'Indoor pool', 'Hot Tub']",1,3.0 Star Hotel,/Hotel_Review-g48407-d1159031-Reviews-Hilton_Garden_Inn_Melville-Plainview_Long_Island_New_York.html
Sheraton JFK Airport Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"13226 S Conduit Ave, Jamaica, NY 11430-1505",,,Expedia.com,682,4,209,160-296,"['Restaurant', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Conference Facilities', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",4,3.5 Star Hotel,/Hotel_Review-g47962-d1102065-Reviews-Sheraton_JFK_Airport_Hotel-Jamaica_Queens_New_York.html
McCarren Hotel & Pool,2017-11-07,2017-12-09,2017-12-10,2,1,"160 N 12th St, Brooklyn, NY 11249-1127",,,Hotwire.com,"1,147",4,385,203-477,"['Free High Speed Internet ( WiFi )', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Restaurant', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Room Service', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Heated pool', 'Outdoor pool', 'Restaurant']",16,4.0 Star Hotel,/Hotel_Review-g60827-d2151848-Reviews-McCarren_Hotel_Pool-Brooklyn_New_York.html
Hillside Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"140-17 Queens Boulevard, Jamaica, NY 11435-3219",50.5980862,-1.20209320431628,Booking.com,5,3,,112-286,"['Free High Speed Internet ( WiFi )', 'Airport Transportation', 'Business Center with Internet Access', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning']",17,2.5 Star Hotel,/Hotel_Review-g47962-d10618949-Reviews-Hillside_Hotel-Jamaica_Queens_New_York.html
DoubleTree by Hilton Hotel & Suites Jersey City,2017-11-07,2017-12-09,2017-12-10,2,1,"455 Washington Blvd, Jersey City, NJ 07310-1972",,,Doubletree.com,"1,428",4,269,172-443,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",3,3.5 Star Hotel,/Hotel_Review-g46531-d98276-Reviews-DoubleTree_by_Hilton_Hotel_Suites_Jersey_City-Jersey_City_New_Jersey.html
Comfort Inn & Suites near Stadium,2017-11-07,2017-12-09,2017-12-10,2,1,"2477 Third Avenue, Bronx, NY 10451",,,Travelocity,20,4,199,139-272,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Business Center with Internet Access', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",5,2.5 Star Hotel,/Hotel_Review-g47369-d12441510-Reviews-Comfort_Inn_Suites_near_Stadium-Bronx_New_York.html
Ramada Bronx,2017-11-07,2017-12-09,2017-12-10,2,1,"1000 Baychester Ave, Bronx, NY 10475-4567",,,Booking.com,403,4,234,159-247,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Business Center with Internet Access', 'Air Conditioning', 'Hot Tub']",3,3.0 Star Hotel,/Hotel_Review-g47369-d99257-Reviews-Ramada_Bronx-Bronx_New_York.html
Fairfield Inn New York LaGuardia Airport/Flushing,2017-11-07,2017-12-09,2017-12-10,2,1,"28-66 College Point Boulevard, Flushing, NY 11354",,,Travelocity,513,4,139,148-241,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Business Center with Internet Access', 'Free Parking', 'Shuttle Bus Service', 'Breakfast included', 'Airport Transportation', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Fitness Center with Gym / Workout Room']",2,2.5 Star Hotel,/Hotel_Review-g47729-d578523-Reviews-Fairfield_Inn_New_York_LaGuardia_Airport_Flushing-Flushing_Queens_New_York.html
Umbrella Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"681 Elton Ave, Bronx, NY 10455-1226",40.8188958,-73.9148741,Booking.com,17,3.5,199,173-296,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Free Parking', 'Breakfast included', 'Shuttle Bus Service', 'Room Service', 'Airport Transportation', 'Air Conditioning']",8,2.5 Star Hotel,/Hotel_Review-g47369-d8530892-Reviews-Umbrella_Hotel-Bronx_New_York.html
